"","V3","V4"
"1","m/z","RT"
"17227","463.3182","6.16"
"17228","472.3780","6.16"
"17229","479.2923","6.16"
"17230","536.3703","6.16"
"17231","1055.5754","6.16"
"17232","1056.0767","6.16"
"17233","1064.0887","6.16"
"17234","1064.5901","6.16"
"17235","1066.5658","6.16"
"17236","1077.5569","6.16"
"17237","1078.0584","6.16"
"17238","1086.0454","6.16"
"17239","216.0925","6.17"
"17240","305.2955","6.17"
"17241","447.2872","6.17"
"17242","449.3905","6.17"
"17243","463.2611","6.17"
"17244","465.2774","6.17"
"17245","467.3505","6.17"
"17246","481.3660","6.17"
"17247","489.3338","6.17"
"17248","505.3084","6.17"
"17249","582.5567","6.17"
"17250","584.3533","6.17"
"17251","590.4571","6.17"
"17252","1067.0675","6.17"
"17253","1085.5436","6.17"
"17254","214.1213","6.18"
"17255","327.3257","6.18"
"17256","425.3414","6.18"
"17257","443.3288","6.18"
"17258","447.3831","6.18"
"17259","471.2460","6.18"
"17260","497.3399","6.18"
"17261","513.2984","6.18"
"17262","681.4693","6.18"
"17263","702.4152","6.18"
"17264","263.2732","6.19"
"17265","287.2366","6.19"
"17266","312.3259","6.19"
"17267","315.2675","6.19"
"17268","333.2783","6.19"
"17269","335.2849","6.19"
"17270","350.3051","6.19"
"17271","352.3124","6.19"
"17272","355.3205","6.19"
"17273","371.2345","6.19"
"17274","372.3472","6.19"
"17275","377.3028","6.19"
"17276","387.3621","6.19"
"17277","393.2767","6.19"
"17278","432.3472","6.19"
"17279","463.3555","6.19"
"17280","471.3446","6.19"
"17281","483.3600","6.19"
"17282","484.3777","6.19"
"17283","496.4363","6.19"
"17284","532.3530","6.19"
"17285","548.3280","6.19"
"17286","554.3347","6.19"
"17287","567.3806","6.19"
"17288","590.3853","6.19"
"17289","613.4070","6.19"
"17290","622.3220","6.19"
"17291","640.4371","6.19"
"17292","684.2940","6.19"
"17293","690.3094","6.19"
"17294","702.5037","6.19"
"17295","752.2811","6.19"
"17296","758.2968","6.19"
"17297","779.6504","6.19"
"17298","826.2812","6.19"
"17299","894.2730","6.19"
"17300","216.0939","6.20"
"17301","355.2605","6.20"
"17302","364.3206","6.20"
"17303","379.3179","6.20"
"17304","409.3834","6.20"
"17305","426.3205","6.20"
"17306","431.2929","6.20"
"17307","433.3081","6.20"
"17308","435.3445","6.20"
"17309","457.3088","6.20"
"17310","460.3634","6.20"
"17311","462.4310","6.20"
"17312","465.2979","6.20"
"17313","467.3866","6.20"
"17314","474.3793","6.20"
"17315","479.3293","6.20"
"17316","484.4358","6.20"
"17317","498.3937","6.20"
"17318","501.3351","6.20"
"17319","501.3902","6.20"
"17320","503.3501","6.20"
"17321","581.2863","6.20"
"17322","645.3765","6.20"
"17323","851.6366","6.20"
"17324","338.3047","6.21"
"17325","350.3414","6.21"
"17326","393.3336","6.21"
"17327","395.2930","6.21"
"17328","403.2600","6.21"
"17329","412.3792","6.21"
"17330","427.3942","6.21"
"17331","435.2662","6.21"
"17332","445.2888","6.21"
"17333","449.3243","6.21"
"17334","455.3293","6.21"
"17335","458.3844","6.21"
"17336","474.4307","6.21"
"17337","484.3632","6.21"
"17338","484.3768","6.21"
"17339","487.3759","6.21"
"17340","519.4046","6.21"
"17341","542.5142","6.21"
"17342","549.4521","6.21"
"17343","582.4727","6.21"
"17344","601.4549","6.21"
"17345","607.4194","6.21"
"17346","612.4625","6.21"
"17347","613.4453","6.21"
"17348","615.2084","6.21"
"17349","619.3759","6.21"
"17350","629.4010","6.21"
"17351","640.4848","6.21"
"17352","663.1630","6.21"
"17353","665.4952","6.21"
"17354","669.1798","6.21"
"17355","669.4687","6.21"
"17356","677.1791","6.21"
"17357","683.5545","6.21"
"17358","737.1686","6.21"
"17359","258.0533","6.22"
"17360","266.2555","6.22"
"17361","357.3365","6.22"
"17362","359.2935","6.22"
"17363","373.2511","6.22"
"17364","374.3633","6.22"
"17365","376.3204","6.22"
"17366","377.2660","6.22"
"17367","385.3462","6.22"
"17368","395.3521","6.22"
"17369","403.3572","6.22"
"17370","409.3096","6.22"
"17371","417.3341","6.22"
"17372","423.3624","6.22"
"17373","427.3421","6.22"
"17374","434.3994","6.22"
"17375","439.3550","6.22"
"17376","441.3730","6.22"
"17377","444.3684","6.22"
"17378","460.4154","6.22"
"17379","461.2540","6.22"
"17380","469.3292","6.22"
"17381","473.2165","6.22"
"17382","485.3031","6.22"
"17383","510.3709","6.22"
"17384","525.2982","6.22"
"17385","527.1882","6.22"
"17386","536.3868","6.22"
"17387","541.2039","6.22"
"17388","547.2215","6.22"
"17389","547.4362","6.22"
"17390","567.4195","6.22"
"17391","569.4181","6.22"
"17392","589.4445","6.22"
"17393","595.1755","6.22"
"17394","595.4334","6.22"
"17395","598.4467","6.22"
"17396","601.1924","6.22"
"17397","603.4022","6.22"
"17398","609.1912","6.22"
"17399","618.5073","6.22"
"17400","631.4339","6.22"
"17401","671.4850","6.22"
"17402","700.0418","6.22"
"17403","703.4832","6.22"
"17404","706.5628","6.22"
"17405","711.5168","6.22"
"17406","712.5874","6.22"
"17407","731.1501","6.22"
"17408","789.5631","6.22"
"17409","800.6033","6.22"
"17410","805.5590","6.22"
"17411","821.5322","6.22"
"17412","839.4584","6.22"
"17413","901.4287","6.22"
"17414","907.4457","6.22"
"17415","1019.7338","6.22"
"17416","329.2424","6.23"
"17417","338.3415","6.23"
"17418","341.2363","6.23"
"17419","345.2164","6.23"
"17420","353.2673","6.23"
"17421","353.3413","6.23"
"17422","361.1905","6.23"
"17423","369.2309","6.23"
"17424","382.2632","6.23"
"17425","387.2869","6.23"
"17426","401.2624","6.23"
"17427","405.2290","6.23"
"17428","407.3671","6.23"
"17429","411.2462","6.23"
"17430","413.2040","6.23"
"17431","417.3728","6.23"
"17432","425.3779","6.23"
"17433","459.2005","6.23"
"17434","463.3782","6.23"
"17435","476.4103","6.23"
"17436","489.3134","6.23"
"17437","533.2052","6.23"
"17438","534.3758","6.23"
"17439","542.3255","6.23"
"17440","557.4569","6.23"
"17441","568.0772","6.23"
"17442","573.4517","6.23"
"17443","575.4669","6.23"
"17444","593.4776","6.23"
"17445","610.3114","6.23"
"17446","613.5141","6.23"
"17447","615.4595","6.23"
"17448","617.4751","6.23"
"17449","629.4796","6.23"
"17450","635.4959","6.23"
"17451","637.4416","6.23"
"17452","637.5139","6.23"
"17453","639.4578","6.23"
"17454","651.4699","6.23"
"17455","660.5404","6.23"
"17456","697.4666","6.23"
"17457","765.4536","6.23"
"17458","771.4713","6.23"
"17459","784.6075","6.23"
"17460","935.7326","6.23"
"17461","1003.7200","6.23"
"17462","1009.7361","6.23"
"17463","211.1691","6.24"
"17464","213.1849","6.24"
"17465","219.2105","6.24"
"17466","221.1897","6.24"
"17467","221.2261","6.24"
"17468","225.1847","6.24"
"17469","227.2003","6.24"
"17470","239.2004","6.24"
"17471","241.2159","6.24"
"17472","245.2262","6.24"
"17473","247.2328","6.24"
"17474","263.2367","6.24"
"17475","267.2315","6.24"
"17476","291.2679","6.24"
"17477","309.2637","6.24"
"17478","309.2786","6.24"
"17479","311.2850","6.24"
"17480","319.2632","6.24"
"17481","323.2258","6.24"
"17482","326.3052","6.24"
"17483","328.3117","6.24"
"17484","331.2604","6.24"
"17485","356.3522","6.24"
"17486","378.3348","6.24"
"17487","381.3521","6.24"
"17488","383.2467","6.24"
"17489","383.3668","6.24"
"17490","391.2129","6.24"
"17491","397.2302","6.24"
"17492","417.2976","6.24"
"17493","420.3446","6.24"
"17494","451.3545","6.24"
"17495","465.2176","6.24"
"17496","484.4364","6.24"
"17497","512.3926","6.24"
"17498","571.4352","6.24"
"17499","595.4937","6.24"
"17500","607.4969","6.24"
"17501","610.5038","6.24"
"17502","611.4662","6.24"
"17503","738.5032","6.24"
"17504","830.6497","6.24"
"17505","833.4414","6.24"
"17506","835.6073","6.24"
"17507","851.5816","6.24"
"17508","990.6321","6.24"
"17509","253.2160","6.25"
"17510","336.3261","6.25"
"17511","340.3208","6.25"
"17512","347.2345","6.25"
"17513","398.3626","6.25"
"17514","415.3571","6.25"
"17515","427.3566","6.25"
"17516","433.3676","6.25"
"17517","435.3742","6.25"
"17518","449.3379","6.25"
"17519","450.3942","6.25"
"17520","455.3495","6.25"
"17521","458.3620","6.25"
"17522","492.4052","6.25"
"17523","523.3373","6.25"
"17524","552.5461","6.25"
"17525","615.4241","6.25"
"17526","689.5361","6.25"
"17527","761.6027","6.25"
"17528","295.2998","6.26"
"17529","348.3259","6.26"
"17530","431.3520","6.26"
"17531","443.3884","6.26"
"17532","464.4100","6.26"
"17533","465.3134","6.26"
"17534","471.3237","6.26"
"17535","536.4865","6.26"
"17536","564.0259","6.26"
"17537","601.4243","6.26"
"17538","671.5554","6.26"
"17539","686.5562","6.26"
"17540","772.6073","6.26"
"17541","787.5486","6.26"
"17542","887.7097","6.26"
"17543","903.6841","6.26"
"17544","343.3206","6.27"
"17545","355.2584","6.27"
"17546","360.3470","6.27"
"17547","365.3025","6.27"
"17548","397.3294","6.27"
"17549","421.3286","6.27"
"17550","427.2818","6.27"
"17551","433.2900","6.27"
"17552","447.3471","6.27"
"17553","454.3421","6.27"
"17554","479.3735","6.27"
"17555","549.5183","6.27"
"17556","579.0353","6.27"
"17557","668.4318","6.27"
"17558","691.5114","6.27"
"17559","782.5941","6.27"
"17560","797.6628","6.27"
"17561","268.2999","6.28"
"17562","269.2837","6.28"
"17563","283.2995","6.28"
"17564","369.3513","6.28"
"17565","374.3630","6.28"
"17566","377.2837","6.28"
"17567","381.2764","6.28"
"17568","413.3416","6.28"
"17569","435.3241","6.28"
"17570","442.4249","6.28"
"17571","449.3236","6.28"
"17572","451.2980","6.28"
"17573","490.4132","6.28"
"17574","501.4419","6.28"
"17575","521.3822","6.28"
"17576","566.4416","6.28"
"17577","571.3969","6.28"
"17578","578.3851","6.28"
"17579","636.5721","6.28"
"17580","639.3829","6.28"
"17581","669.1798","6.28"
"17582","673.5718","6.28"
"17583","684.4070","6.28"
"17584","707.6156","6.28"
"17585","709.6314","6.28"
"17586","765.5674","6.28"
"17587","800.6816","6.28"
"17588","913.7103","6.28"
"17589","1003.7579","6.28"
"17590","327.3259","6.29"
"17591","345.3362","6.29"
"17592","347.3426","6.29"
"17593","362.3628","6.29"
"17594","364.3702","6.29"
"17595","367.3182","6.29"
"17596","369.3248","6.29"
"17597","376.3784","6.29"
"17598","383.2922","6.29"
"17599","405.3349","6.29"
"17600","480.3440","6.29"
"17601","549.0653","6.29"
"17602","580.4009","6.29"
"17603","587.3708","6.29"
"17604","711.6468","6.29"
"17605","800.4537","6.29"
"17606","915.7254","6.29"
"17607","385.3458","6.30"
"17608","402.3354","6.30"
"17609","463.3783","6.30"
"17610","483.3593","6.30"
"17611","496.3182","6.30"
"17612","544.3435","6.30"
"17613","588.4373","6.30"
"17614","670.5053","6.30"
"17615","694.5769","6.30"
"17616","784.4790","6.30"
"17617","312.3260","6.31"
"17618","501.3359","6.31"
"17619","521.4332","6.31"
"17620","549.2087","6.31"
"17621","712.5873","6.31"
"17622","805.4485","6.31"
"17623","351.2879","6.32"
"17624","385.3314","6.32"
"17625","402.3570","6.32"
"17626","407.3129","6.32"
"17627","423.2868","6.32"
"17628","425.3403","6.32"
"17629","435.3469","6.32"
"17630","441.3131","6.32"
"17631","447.3225","6.32"
"17632","447.3866","6.32"
"17633","460.4154","6.32"
"17634","465.3706","6.32"
"17635","481.3447","6.32"
"17636","497.3403","6.32"
"17637","515.3289","6.32"
"17638","537.3110","6.32"
"17639","553.2850","6.32"
"17640","642.4412","6.32"
"17641","678.5832","6.32"
"17642","692.4887","6.32"
"17643","700.0408","6.32"
"17644","703.5077","6.32"
"17645","708.5753","6.32"
"17646","350.3415","6.33"
"17647","411.3621","6.33"
"17648","446.3992","6.33"
"17649","457.3296","6.33"
"17650","457.3682","6.33"
"17651","473.3032","6.33"
"17652","479.3495","6.33"
"17653","510.4523","6.33"
"17654","655.8144","6.33"
"17655","704.0091","6.33"
"17656","418.3762","6.34"
"17657","419.2559","6.34"
"17658","439.3558","6.34"
"17659","474.3947","6.34"
"17660","604.4330","6.34"
"17661","681.4947","6.34"
"17662","691.5116","6.34"
"17663","707.4853","6.34"
"17664","297.2786","6.35"
"17665","387.3475","6.35"
"17666","419.3514","6.35"
"17667","436.3781","6.35"
"17668","437.3392","6.35"
"17669","457.3074","6.35"
"17670","463.3553","6.35"
"17671","582.4742","6.35"
"17672","659.4819","6.35"
"17673","659.9831","6.35"
"17674","309.2644","6.36"
"17675","379.2991","6.36"
"17676","409.3292","6.36"
"17677","425.3031","6.36"
"17678","441.3334","6.36"
"17679","442.4247","6.36"
"17680","453.3128","6.36"
"17681","475.3395","6.36"
"17682","479.3295","6.36"
"17683","486.3783","6.36"
"17684","491.3136","6.36"
"17685","527.3378","6.36"
"17686","576.8455","6.36"
"17687","637.4679","6.36"
"17688","640.4954","6.36"
"17689","671.4084","6.36"
"17690","303.2309","6.37"
"17691","367.3357","6.37"
"17692","425.4100","6.37"
"17693","583.4141","6.37"
"17694","586.4334","6.37"
"17695","601.4251","6.37"
"17696","615.4577","6.37"
"17697","615.9570","6.37"
"17698","623.3863","6.37"
"17699","639.3808","6.37"
"17700","939.7260","6.37"
"17701","941.7410","6.37"
"17702","203.1788","6.38"
"17703","235.1683","6.38"
"17704","237.1839","6.38"
"17705","249.1844","6.38"
"17706","263.1999","6.38"
"17707","275.1997","6.38"
"17708","277.2159","6.38"
"17709","285.2200","6.38"
"17710","289.2153","6.38"
"17711","295.2411","6.38"
"17712","297.2576","6.38"
"17713","313.2522","6.38"
"17714","319.3111","6.38"
"17715","355.2584","6.38"
"17716","359.2942","6.38"
"17717","361.3005","6.38"
"17718","376.3208","6.38"
"17719","378.3272","6.38"
"17720","382.2796","6.38"
"17721","390.3363","6.38"
"17722","395.3672","6.38"
"17723","397.2502","6.38"
"17724","404.3509","6.38"
"17725","512.3865","6.38"
"17726","555.3545","6.38"
"17727","559.2208","6.38"
"17728","567.2199","6.38"
"17729","592.4573","6.38"
"17730","597.4126","6.38"
"17731","607.4133","6.38"
"17732","613.3864","6.38"
"17733","635.2069","6.38"
"17734","665.3999","6.38"
"17735","703.1944","6.38"
"17736","733.3860","6.38"
"17737","810.4946","6.38"
"17738","826.4689","6.38"
"17739","417.2291","6.39"
"17740","423.2459","6.39"
"17741","431.2443","6.39"
"17742","491.2337","6.39"
"17743","499.2325","6.39"
"17744","534.3681","6.39"
"17745","536.4074","6.39"
"17746","593.9440","6.39"
"17747","627.2083","6.39"
"17748","666.5282","6.39"
"17749","686.5344","6.39"
"17750","689.1783","6.39"
"17751","694.5764","6.39"
"17752","729.4143","6.39"
"17753","349.2327","6.40"
"17754","349.2350","6.40"
"17755","378.3395","6.40"
"17756","494.3606","6.40"
"17757","501.3349","6.40"
"17758","516.3426","6.40"
"17759","520.4188","6.40"
"17760","553.2044","6.40"
"17761","571.9310","6.40"
"17762","695.1950","6.40"
"17763","712.5870","6.40"
"17764","865.5961","6.40"
"17765","214.1738","6.41"
"17766","277.2888","6.41"
"17767","353.2677","6.41"
"17768","364.3574","6.41"
"17769","369.3364","6.41"
"17770","378.3374","6.41"
"17771","383.3517","6.41"
"17772","386.3626","6.41"
"17773","391.3182","6.41"
"17774","407.2922","6.41"
"17775","429.3727","6.41"
"17776","483.3597","6.41"
"17777","485.3594","6.41"
"17778","538.3241","6.41"
"17779","571.4294","6.41"
"17780","651.4006","6.41"
"17781","680.4110","6.41"
"17782","772.6081","6.41"
"17783","879.7203","6.41"
"17784","895.6946","6.41"
"17785","967.7572","6.41"
"17786","1025.7715","6.41"
"17787","371.1012","6.42"
"17788","371.3521","6.42"
"17789","393.3340","6.42"
"17790","409.3080","6.42"
"17791","430.2434","6.42"
"17792","451.3546","6.42"
"17793","463.2982","6.42"
"17794","549.4154","6.42"
"17795","549.9179","6.42"
"17796","664.4381","6.42"
"17797","664.5966","6.42"
"17798","388.3786","6.43"
"17799","393.2396","6.43"
"17800","420.8845","6.43"
"17801","524.3868","6.43"
"17802","527.4039","6.43"
"17803","527.9048","6.43"
"17804","538.4233","6.43"
"17805","560.4052","6.43"
"17806","576.3783","6.43"
"17807","619.4917","6.43"
"17808","628.3910","6.43"
"17809","934.7461","6.43"
"17810","321.3151","6.44"
"17811","338.3416","6.44"
"17812","360.3234","6.44"
"17813","369.3837","6.44"
"17814","374.3415","6.44"
"17815","376.2976","6.44"
"17816","379.2816","6.44"
"17817","379.2985","6.44"
"17818","395.3491","6.44"
"17819","396.3234","6.44"
"17820","411.3468","6.44"
"17821","436.4151","6.44"
"17822","443.3501","6.44"
"17823","459.3237","6.44"
"17824","467.3286","6.44"
"17825","492.4046","6.44"
"17826","496.3766","6.44"
"17827","497.3599","6.44"
"17828","551.4242","6.44"
"17829","562.3514","6.44"
"17830","562.8532","6.44"
"17831","593.4806","6.44"
"17832","594.3791","6.44"
"17833","687.4579","6.44"
"17834","697.6571","6.44"
"17835","297.3150","6.45"
"17836","340.3484","6.45"
"17837","349.3102","6.45"
"17838","364.3199","6.45"
"17839","385.2490","6.45"
"17840","388.3195","6.45"
"17841","393.2791","6.45"
"17842","396.3945","6.45"
"17843","409.2489","6.45"
"17844","411.3617","6.45"
"17845","423.3456","6.45"
"17846","438.3950","6.45"
"17847","446.3994","6.45"
"17848","465.3135","6.45"
"17849","467.2447","6.45"
"17850","467.3862","6.45"
"17851","483.2182","6.45"
"17852","485.3600","6.45"
"17853","505.3898","6.45"
"17854","505.8917","6.45"
"17855","578.4046","6.45"
"17856","671.4853","6.45"
"17857","800.6039","6.45"
"17858","832.4900","6.45"
"17859","214.1215","6.46"
"17860","340.3565","6.46"
"17861","347.2935","6.46"
"17862","371.2930","6.46"
"17863","422.3980","6.46"
"17864","427.2525","6.46"
"17865","433.3955","6.46"
"17866","447.2180","6.46"
"17867","483.8787","6.46"
"17868","501.3345","6.46"
"17869","567.4195","6.46"
"17870","705.3916","6.46"
"17871","1025.7641","6.46"
"17872","369.3364","6.47"
"17873","387.3469","6.47"
"17874","404.3735","6.47"
"17875","409.3289","6.47"
"17876","425.3028","6.47"
"17877","431.3139","6.47"
"17878","447.2880","6.47"
"17879","460.4002","6.47"
"17880","461.3634","6.47"
"17881","467.3143","6.47"
"17882","474.4305","6.47"
"17883","479.3128","6.47"
"17884","483.3776","6.47"
"17885","519.3266","6.47"
"17886","566.5619","6.47"
"17887","575.4313","6.47"
"17888","617.5129","6.47"
"17889","644.4260","6.47"
"17890","660.3999","6.47"
"17891","664.4206","6.47"
"17892","666.4519","6.47"
"17893","675.5166","6.47"
"17894","684.4627","6.47"
"17895","689.4175","6.47"
"17896","691.4902","6.47"
"17897","712.4134","6.47"
"17898","728.3869","6.47"
"17899","837.6792","6.47"
"17900","895.6620","6.47"
"17901","229.1797","6.48"
"17902","257.2110","6.48"
"17903","371.2327","6.48"
"17904","413.3778","6.48"
"17905","423.2464","6.48"
"17906","431.3885","6.48"
"17907","446.3846","6.48"
"17908","448.4151","6.48"
"17909","451.3402","6.48"
"17910","469.3445","6.48"
"17911","491.2338","6.48"
"17912","539.3148","6.48"
"17913","553.2048","6.48"
"17914","568.4573","6.48"
"17915","573.4115","6.48"
"17916","589.3864","6.48"
"17917","595.4340","6.48"
"17918","595.4933","6.48"
"17919","622.4159","6.48"
"17920","627.2090","6.48"
"17921","653.5349","6.48"
"17922","670.5608","6.48"
"17923","680.3945","6.48"
"17924","879.6891","6.48"
"17925","337.2736","6.49"
"17926","349.2416","6.49"
"17927","366.3363","6.49"
"17928","397.3830","6.49"
"17929","398.3630","6.49"
"17930","417.2295","6.49"
"17931","421.3215","6.49"
"17932","453.3703","6.49"
"17933","458.3833","6.49"
"17934","477.3688","6.49"
"17935","542.3561","6.49"
"17936","562.4231","6.49"
"17937","571.4738","6.49"
"17938","573.4513","6.49"
"17939","593.4793","6.49"
"17940","609.4298","6.49"
"17941","630.4737","6.49"
"17942","654.3800","6.49"
"17943","662.5874","6.49"
"17944","730.5615","6.49"
"17945","971.7533","6.49"
"17946","216.0924","6.50"
"17947","271.2417","6.50"
"17948","289.2522","6.50"
"17949","335.2942","6.50"
"17950","337.3007","6.50"
"17951","352.3208","6.50"
"17952","354.3274","6.50"
"17953","357.2762","6.50"
"17954","373.2501","6.50"
"17955","419.3155","6.50"
"17956","445.3687","6.50"
"17957","520.3763","6.50"
"17958","590.4780","6.50"
"17959","219.1374","6.51"
"17960","313.2523","6.51"
"17961","359.2940","6.51"
"17962","431.3524","6.51"
"17963","565.4039","6.51"
"17964","660.5707","6.51"
"17965","721.3876","6.51"
"17966","1013.7628","6.51"
"17967","257.2478","6.52"
"17968","285.2423","6.52"
"17969","285.2787","6.52"
"17970","302.3053","6.52"
"17971","383.3671","6.52"
"17972","385.3740","6.52"
"17973","441.3729","6.52"
"17974","580.4573","6.52"
"17975","585.4124","6.52"
"17976","601.3866","6.52"
"17977","653.3995","6.52"
"17978","798.4948","6.52"
"17979","814.4688","6.52"
"17980","201.1481","6.53"
"17981","319.3113","6.53"
"17982","358.3466","6.53"
"17983","381.3347","6.53"
"17984","389.3058","6.53"
"17985","411.2880","6.53"
"17986","431.3141","6.53"
"17987","436.4129","6.53"
"17988","444.4056","6.53"
"17989","478.1779","6.53"
"17990","522.3919","6.53"
"17991","564.4392","6.53"
"17992","712.5858","6.53"
"17993","403.2141","6.54"
"17994","441.2978","6.54"
"17995","449.3391","6.54"
"17996","457.3666","6.54"
"17997","479.3489","6.54"
"17998","321.3146","6.55"
"17999","349.3102","6.55"
"18000","356.3517","6.55"
"18001","411.3624","6.55"
"18002","427.3573","6.55"
"18003","439.3554","6.55"
"18004","444.3835","6.55"
"18005","455.3289","6.55"
"18006","460.3633","6.55"
"18007","465.3131","6.55"
"18008","469.3643","6.55"
"18009","504.4048","6.55"
"18010","567.4197","6.55"
"18011","635.5014","6.55"
"18012","767.5819","6.55"
"18013","784.6086","6.55"
"18014","789.5645","6.55"
"18015","1025.7640","6.55"
"18016","214.1746","6.56"
"18017","255.2107","6.56"
"18018","339.3257","6.56"
"18019","361.3072","6.56"
"18020","371.1012","6.56"
"18021","377.2811","6.56"
"18022","395.3672","6.56"
"18023","429.3597","6.56"
"18024","445.1193","6.56"
"18025","457.2715","6.56"
"18026","461.3999","6.56"
"18027","467.3863","6.56"
"18028","471.3812","6.56"
"18029","483.3602","6.56"
"18030","586.4839","6.56"
"18031","597.4126","6.56"
"18032","610.4314","6.56"
"18033","611.1685","6.56"
"18034","628.1946","6.56"
"18035","637.3689","6.56"
"18036","649.1239","6.56"
"18037","665.4002","6.56"
"18038","669.2207","6.56"
"18039","733.3871","6.56"
"18040","749.5714","6.56"
"18041","826.4690","6.56"
"18042","223.0632","6.57"
"18043","340.3208","6.57"
"18044","350.3417","6.57"
"18045","372.3231","6.57"
"18046","377.2805","6.57"
"18047","388.2977","6.57"
"18048","428.3604","6.57"
"18049","449.2817","6.57"
"18050","481.2932","6.57"
"18051","483.3823","6.57"
"18052","487.3555","6.57"
"18053","533.3829","6.57"
"18054","564.2206","6.57"
"18055","564.4619","6.57"
"18056","568.4573","6.57"
"18057","573.4129","6.57"
"18058","578.2362","6.57"
"18059","585.1501","6.57"
"18060","589.3865","6.57"
"18061","592.4573","6.57"
"18062","613.3864","6.57"
"18063","654.3813","6.57"
"18064","671.9104","6.57"
"18065","786.4933","6.57"
"18066","810.4947","6.57"
"18067","813.5007","6.57"
"18068","323.2942","6.58"
"18069","345.2761","6.58"
"18070","381.3126","6.58"
"18071","397.2862","6.58"
"18072","408.3953","6.58"
"18073","419.2707","6.58"
"18074","538.1445","6.58"
"18075","551.4258","6.58"
"18076","607.4124","6.58"
"18077","671.4085","6.58"
"18078","705.3555","6.58"
"18079","773.3437","6.58"
"18080","808.5736","6.58"
"18081","902.6139","6.58"
"18082","361.2497","6.59"
"18083","429.3330","6.59"
"18084","435.3447","6.59"
"18085","445.3066","6.59"
"18086","446.3991","6.59"
"18087","451.3188","6.59"
"18088","536.6302","6.59"
"18089","612.5201","6.59"
"18090","617.4753","6.59"
"18091","353.2677","6.60"
"18092","358.3467","6.60"
"18093","376.3575","6.60"
"18094","467.3286","6.60"
"18095","517.3288","6.60"
"18096","583.4149","6.60"
"18097","662.5364","6.60"
"18098","673.3864","6.60"
"18099","299.1856","6.61"
"18100","313.2012","6.61"
"18101","317.1960","6.61"
"18102","331.2117","6.61"
"18103","345.2276","6.61"
"18104","359.2431","6.61"
"18105","379.3182","6.61"
"18106","395.2924","6.61"
"18107","396.3679","6.61"
"18108","399.3470","6.61"
"18109","400.3775","6.61"
"18110","416.3733","6.61"
"18111","417.3341","6.61"
"18112","421.3290","6.61"
"18113","431.3889","6.61"
"18114","433.3080","6.61"
"18115","437.3029","6.61"
"18116","451.3546","6.61"
"18117","453.3708","6.61"
"18118","457.3999","6.61"
"18119","469.3446","6.61"
"18120","666.4521","6.61"
"18121","693.5066","6.61"
"18122","367.3570","6.62"
"18123","383.3515","6.62"
"18124","385.3466","6.62"
"18125","395.3532","6.62"
"18126","402.3732","6.62"
"18127","407.3497","6.62"
"18128","425.3391","6.62"
"18129","429.2402","6.62"
"18130","441.3131","6.62"
"18131","463.3543","6.62"
"18132","479.3283","6.62"
"18133","526.4017","6.62"
"18134","568.1918","6.62"
"18135","613.4804","6.62"
"18136","629.4539","6.62"
"18137","638.4222","6.62"
"18138","676.4363","6.62"
"18139","689.4721","6.62"
"18140","689.5553","6.62"
"18141","696.5926","6.62"
"18142","362.3414","6.63"
"18143","364.3572","6.63"
"18144","366.3728","6.63"
"18145","381.3340","6.63"
"18146","397.3080","6.63"
"18147","402.3127","6.63"
"18148","414.3943","6.63"
"18149","419.3497","6.63"
"18150","435.3242","6.63"
"18151","564.0257","6.63"
"18152","585.4353","6.63"
"18153","595.4927","6.63"
"18154","608.5536","6.63"
"18155","381.3144","6.64"
"18156","393.2395","6.64"
"18157","395.3320","6.64"
"18158","397.2502","6.64"
"18159","405.3330","6.64"
"18160","573.4891","6.64"
"18161","585.4142","6.64"
"18162","621.3104","6.64"
"18163","623.3862","6.64"
"18164","627.4021","6.64"
"18165","638.3370","6.64"
"18166","643.2923","6.64"
"18167","659.2663","6.64"
"18168","679.3635","6.64"
"18169","687.4587","6.64"
"18170","824.5107","6.64"
"18171","341.3048","6.65"
"18172","343.3194","6.65"
"18173","403.2961","6.65"
"18174","407.2921","6.65"
"18175","421.2872","6.65"
"18176","423.2660","6.65"
"18177","455.3290","6.65"
"18178","473.3181","6.65"
"18179","495.3009","6.65"
"18180","505.3093","6.65"
"18181","511.2746","6.65"
"18182","519.3084","6.65"
"18183","533.3241","6.65"
"18184","585.4308","6.65"
"18185","606.4725","6.65"
"18186","607.4120","6.65"
"18187","652.4380","6.65"
"18188","671.4852","6.65"
"18189","383.3308","6.66"
"18190","385.3100","6.66"
"18191","395.3156","6.66"
"18192","399.3615","6.66"
"18193","402.3365","6.66"
"18194","405.3131","6.66"
"18195","409.3308","6.66"
"18196","439.3550","6.66"
"18197","456.4044","6.66"
"18198","489.3346","6.66"
"18199","531.3721","6.66"
"18200","585.4246","6.66"
"18201","667.4172","6.66"
"18202","979.5922","6.66"
"18203","400.3495","6.67"
"18204","404.3511","6.67"
"18205","485.3401","6.67"
"18206","539.4058","6.67"
"18207","560.3838","6.67"
"18208","577.4469","6.67"
"18209","588.5002","6.67"
"18210","609.4294","6.67"
"18211","666.5300","6.67"
"18212","691.5701","6.67"
"18213","772.6072","6.67"
"18214","974.6370","6.67"
"18215","213.1600","6.68"
"18216","335.2828","6.68"
"18217","365.3390","6.68"
"18218","423.3470","6.68"
"18219","443.3891","6.68"
"18220","447.4317","6.68"
"18221","455.3864","6.68"
"18222","471.3614","6.68"
"18223","537.3819","6.68"
