"","V3","V4"
"1","m/z","RT"
"4312","528.9994","3.45"
"4313","532.0045","3.45"
"4314","532.1711","3.45"
"4315","534.6746","3.45"
"4316","534.8418","3.45"
"4317","535.0089","3.45"
"4318","535.1760","3.45"
"4319","535.5108","3.45"
"4320","539.1754","3.45"
"4321","539.3417","3.45"
"4322","539.5093","3.45"
"4323","539.6758","3.45"
"4324","540.0096","3.45"
"4325","541.8432","3.45"
"4326","542.0122","3.45"
"4327","542.1793","3.45"
"4328","542.3467","3.45"
"4329","542.6809","3.45"
"4330","542.8485","3.45"
"4331","543.8406","3.45"
"4332","546.5119","3.45"
"4333","549.5170","3.45"
"4334","549.6843","3.45"
"4335","549.8514","3.45"
"4336","550.1858","3.45"
"4337","552.1800","3.45"
"4338","552.8386","3.45"
"4339","556.8548","3.45"
"4340","559.3239","3.45"
"4341","560.5093","3.45"
"4342","568.0141","3.45"
"4343","568.5241","3.45"
"4344","571.3256","3.45"
"4345","580.0292","3.45"
"4346","599.3764","3.45"
"4347","616.1732","3.45"
"4348","616.9848","3.45"
"4349","620.3919","3.45"
"4350","620.5925","3.45"
"4351","620.7931","3.45"
"4352","622.3860","3.45"
"4353","625.9917","3.45"
"4354","626.1905","3.45"
"4355","626.3959","3.45"
"4356","629.1971","3.45"
"4357","629.3978","3.45"
"4358","629.5982","3.45"
"4359","629.7988","3.45"
"4360","629.9995","3.45"
"4361","633.3824","3.45"
"4362","633.5836","3.45"
"4363","633.9845","3.45"
"4364","634.6474","3.45"
"4365","638.0023","3.45"
"4366","638.2031","3.45"
"4367","638.4037","3.45"
"4368","638.6041","3.45"
"4369","638.8047","3.45"
"4370","642.3883","3.45"
"4371","642.5890","3.45"
"4372","642.7897","3.45"
"4373","646.8076","3.45"
"4374","647.0082","3.45"
"4375","647.2088","3.45"
"4376","647.4095","3.45"
"4377","647.6099","3.45"
"4378","648.8003","3.45"
"4379","650.9929","3.45"
"4380","651.5948","3.45"
"4381","651.7950","3.45"
"4382","655.6128","3.45"
"4383","655.8135","3.45"
"4384","656.0140","3.45"
"4385","656.2146","3.45"
"4386","656.4153","3.45"
"4387","657.6073","3.45"
"4388","659.7983","3.45"
"4389","659.9990","3.45"
"4390","660.1994","3.45"
"4391","660.4003","3.45"
"4392","660.6010","3.45"
"4393","662.4050","3.45"
"4394","664.4181","3.45"
"4395","664.8193","3.45"
"4396","665.2203","3.45"
"4397","668.6035","3.45"
"4398","668.8042","3.45"
"4399","669.0051","3.45"
"4400","669.2041","3.45"
"4401","677.4081","3.45"
"4402","677.8094","3.45"
"4403","684.6710","3.45"
"4404","722.4598","3.45"
"4405","722.7065","3.45"
"4406","771.2319","3.45"
"4407","771.7334","3.45"
"4408","776.2131","3.45"
"4409","776.4638","3.45"
"4410","776.7149","3.45"
"4411","781.9876","3.45"
"4412","782.2384","3.45"
"4413","782.4892","3.45"
"4414","782.7399","3.45"
"4415","787.9723","3.45"
"4416","788.2222","3.45"
"4417","789.3325","3.45"
"4418","792.9942","3.45"
"4419","793.2450","3.45"
"4420","793.4958","3.45"
"4421","793.7465","3.45"
"4422","796.4914","3.45"
"4423","798.2267","3.45"
"4424","798.4770","3.45"
"4425","798.7275","3.45"
"4426","798.9785","3.45"
"4427","804.0008","3.45"
"4428","804.2514","3.45"
"4429","804.5023","3.45"
"4430","804.7529","3.45"
"4431","806.2431","3.45"
"4432","809.2326","3.45"
"4433","809.4833","3.45"
"4434","809.7345","3.45"
"4435","809.9850","3.45"
"4436","815.0073","3.45"
"4437","815.2582","3.45"
"4438","815.5089","3.45"
"4439","815.7596","3.45"
"4440","820.2395","3.45"
"4441","820.4902","3.45"
"4442","820.7407","3.45"
"4443","820.9917","3.45"
"4444","826.0139","3.45"
"4445","826.2648","3.45"
"4446","826.7662","3.45"
"4447","828.2557","3.45"
"4448","842.2516","3.45"
"4449","843.0047","3.45"
"4450","1022.6326","3.45"
"4451","1024.2874","3.45"
"4452","1028.9410","3.45"
"4453","1036.6392","3.45"
"4454","1036.9736","3.45"
"4455","1037.3080","3.45"
"4456","1043.6151","3.45"
"4457","1043.9494","3.45"
"4458","1044.2839","3.45"
"4459","1051.3145","3.45"
"4460","1051.6491","3.45"
"4461","1051.9835","3.45"
"4462","1058.2920","3.45"
"4463","1058.6245","3.45"
"4464","1058.9591","3.45"
"4465","1065.9899","3.45"
"4466","1066.3244","3.45"
"4467","1066.6588","3.45"
"4468","1072.9658","3.45"
"4469","1073.3008","3.45"
"4470","1073.6329","3.45"
"4471","1080.6654","3.45"
"4472","1080.9999","3.45"
"4473","1087.6411","3.45"
"4474","1087.9749","3.45"
"4475","1088.3112","3.45"
"4476","1088.6448","3.45"
"4477","1096.0096","3.45"
"4478","400.3572","3.46"
"4479","473.7346","3.46"
"4480","479.8806","3.46"
"4481","480.0238","3.46"
"4482","480.6394","3.46"
"4483","485.2875","3.46"
"4484","486.0266","3.46"
"4485","486.4565","3.46"
"4486","490.1706","3.46"
"4487","492.3160","3.46"
"4488","492.4594","3.46"
"4489","492.7459","3.46"
"4490","492.8893","3.46"
"4491","493.0328","3.46"
"4492","496.3155","3.46"
"4493","496.4600","3.46"
"4494","500.1767","3.46"
"4495","500.2795","3.46"
"4496","505.3241","3.46"
"4497","529.1672","3.46"
"4498","543.5070","3.46"
"4499","546.6792","3.46"
"4500","547.0135","3.46"
"4501","547.1801","3.46"
"4502","550.0187","3.46"
"4503","553.8504","3.46"
"4504","556.6877","3.46"
"4505","557.0220","3.46"
"4506","557.1890","3.46"
"4507","557.5238","3.46"
"4508","561.1878","3.46"
"4509","564.0253","3.46"
"4510","564.1925","3.46"
"4511","564.3591","3.46"
"4512","564.5269","3.46"
"4513","564.6939","3.46"
"4514","564.8615","3.46"
"4515","568.6928","3.46"
"4516","571.5302","3.46"
"4517","571.6973","3.46"
"4518","572.1990","3.46"
"4519","575.1844","3.46"
"4520","575.3537","3.46"
"4521","575.8639","3.46"
"4522","576.1977","3.46"
"4523","580.1944","3.46"
"4524","581.9681","3.46"
"4525","587.3685","3.46"
"4526","591.2045","3.46"
"4527","623.6469","3.46"
"4528","634.4008","3.46"
"4529","634.7983","3.46"
"4530","664.6187","3.46"
"4531","665.0199","3.46"
"4532","673.2231","3.46"
"4533","673.4239","3.46"
"4534","673.6243","3.46"
"4535","673.8250","3.46"
"4536","674.0255","3.46"
"4537","677.6093","3.46"
"4538","679.4249","3.46"
"4539","682.0285","3.46"
"4540","682.2290","3.46"
"4541","682.4297","3.46"
"4542","682.6302","3.46"
"4543","682.8309","3.46"
"4544","686.2141","3.46"
"4545","686.4146","3.46"
"4546","686.6151","3.46"
"4547","686.8153","3.46"
"4548","689.4384","3.46"
"4549","695.0191","3.46"
"4550","695.6754","3.46"
"4551","704.4270","3.46"
"4552","704.6271","3.46"
"4553","710.2381","3.46"
"4554","712.6307","3.46"
"4555","729.4525","3.46"
"4556","825.7630","3.46"
"4557","826.5155","3.46"
"4558","831.9980","3.46"
"4559","837.0205","3.46"
"4560","837.2713","3.46"
"4561","837.5220","3.46"
"4562","837.7727","3.46"
"4563","842.5029","3.46"
"4564","848.0270","3.46"
"4565","848.2779","3.46"
"4566","848.5286","3.46"
"4567","848.7791","3.46"
"4568","853.2592","3.46"
"4569","853.5096","3.46"
"4570","853.7605","3.46"
"4571","854.0112","3.46"
"4572","859.2845","3.46"
"4573","859.5352","3.46"
"4574","859.7859","3.46"
"4575","864.5164","3.46"
"4576","872.0334","3.46"
"4577","883.0388","3.46"
"4578","887.0308","3.46"
"4579","898.0372","3.46"
"4580","1081.3342","3.46"
"4581","1095.3408","3.46"
"4582","1095.6753","3.46"
"4583","215.0951","3.47"
"4584","495.4829","3.47"
"4585","496.6015","3.47"
"4586","498.6548","3.47"
"4587","498.7489","3.47"
"4588","498.8221","3.47"
"4589","499.4647","3.47"
"4590","502.6029","3.47"
"4591","502.7497","3.47"
"4592","509.1805","3.47"
"4593","512.1836","3.47"
"4594","512.6126","3.47"
"4595","525.4762","3.47"
"4596","527.9080","3.47"
"4597","543.8464","3.47"
"4598","546.3480","3.47"
"4599","561.6890","3.47"
"4600","569.0263","3.47"
"4601","572.0317","3.47"
"4602","587.0411","3.47"
"4603","589.6922","3.47"
"4604","590.5399","3.47"
"4605","605.2139","3.47"
"4606","606.0494","3.47"
"4607","612.6406","3.47"
"4608","627.3930","3.47"
"4609","645.6610","3.47"
"4610","666.4145","3.47"
"4611","678.0099","3.47"
"4612","691.0343","3.47"
"4613","691.2350","3.47"
"4614","691.4356","3.47"
"4615","695.2188","3.47"
"4616","695.6211","3.47"
"4617","700.4414","3.47"
"4618","703.8246","3.47"
"4619","704.0253","3.47"
"4620","704.2258","3.47"
"4621","710.3901","3.47"
"4622","712.8306","3.47"
"4623","713.0306","3.47"
"4624","713.2315","3.47"
"4625","719.0440","3.47"
"4626","730.4408","3.47"
"4627","746.4150","3.47"
"4628","748.2502","3.47"
"4629","831.2457","3.47"
"4630","859.0335","3.47"
"4631","864.2653","3.47"
"4632","865.0179","3.47"
"4633","870.0402","3.47"
"4634","870.2910","3.47"
"4635","870.5417","3.47"
"4636","870.7925","3.47"
"4637","886.2787","3.47"
"4638","886.5296","3.47"
"4639","886.7804","3.47"
"4640","897.5360","3.47"
"4641","909.0429","3.47"
"4642","915.8112","3.47"
"4643","278.1902","3.48"
"4644","412.2461","3.48"
"4645","488.1893","3.48"
"4646","488.6904","3.48"
"4647","490.0258","3.48"
"4648","496.1734","3.48"
"4649","512.0434","3.48"
"4650","515.6159","3.48"
"4651","516.2986","3.48"
"4652","518.8993","3.48"
"4653","519.1845","3.48"
"4654","531.0540","3.48"
"4655","531.1934","3.48"
"4656","538.0555","3.48"
"4657","538.3380","3.48"
"4658","575.0183","3.48"
"4659","583.2015","3.48"
"4660","583.3679","3.48"
"4661","583.7011","3.48"
"4662","590.3757","3.48"
"4663","594.5387","3.48"
"4664","594.7041","3.48"
"4665","598.2111","3.48"
"4666","598.3772","3.48"
"4667","619.8882","3.48"
"4668","656.6731","3.48"
"4669","692.6272","3.48"
"4670","718.8428","3.48"
"4671","721.6364","3.48"
"4672","721.8371","3.48"
"4673","722.0361","3.48"
"4674","722.4431","3.48"
"4675","745.4608","3.48"
"4676","787.2184","3.48"
"4677","875.2723","3.48"
"4678","893.7979","3.48"
"4679","897.2861","3.48"
"4680","897.7868","3.48"
"4681","926.8219","3.48"
"4682","930.5555","3.48"
"4683","1014.5972","3.48"
"4684","1029.2778","3.48"
"4685","307.2015","3.49"
"4686","486.2983","3.49"
"4687","488.0631","3.49"
"4688","488.3361","3.49"
"4689","488.4399","3.49"
"4690","494.0686","3.49"
"4691","494.1931","3.49"
"4692","499.3376","3.49"
"4693","502.8208","3.49"
"4694","509.3252","3.49"
"4695","514.3234","3.49"
"4696","515.4713","3.49"
"4697","522.3350","3.49"
"4698","531.8361","3.49"
"4699","534.0544","3.49"
"4700","534.3396","3.49"
"4701","536.0047","3.49"
"4702","537.2021","3.49"
"4703","537.3430","3.49"
"4704","540.0119","3.49"
"4705","543.4916","3.49"
"4706","544.0553","3.49"
"4707","546.5113","3.49"
"4708","549.7798","3.49"
"4709","556.3538","3.49"
"4710","559.3236","3.49"
"4711","568.7910","3.49"
"4712","578.3685","3.49"
"4713","588.0340","3.49"
"4714","598.5451","3.49"
"4715","599.5760","3.49"
"4716","601.6343","3.49"
"4717","605.5470","3.49"
"4718","605.7162","3.49"
"4719","614.3966","3.49"
"4720","621.9839","3.49"
"4721","624.2231","3.49"
"4722","626.3845","3.49"
"4723","631.2303","3.49"
"4724","633.5816","3.49"
"4725","634.9998","3.49"
"4726","635.3775","3.49"
"4727","639.7959","3.49"
"4728","642.5889","3.49"
"4729","643.6052","3.49"
"4730","646.4061","3.49"
"4731","660.1998","3.49"
"4732","660.7442","3.49"
"4733","665.3886","3.49"
"4734","671.4202","3.49"
"4735","690.4284","3.49"
"4736","748.4540","3.49"
"4737","754.4120","3.49"
"4738","757.2587","3.49"
"4739","765.9593","3.49"
"4740","774.5096","3.49"
"4741","776.2135","3.49"
"4742","787.4716","3.49"
"4743","788.9942","3.49"
"4744","789.4863","3.49"
"4745","822.4777","3.49"
"4746","828.0047","3.49"
"4747","908.7948","3.49"
"4748","981.6087","3.49"
"4749","1073.6350","3.49"
"4750","1087.9763","3.49"
"4751","1088.6411","3.49"
"4752","302.1753","3.50"
"4753","306.2426","3.50"
"4754","443.2421","3.50"
"4755","467.3001","3.50"
"4756","479.1841","3.50"
"4757","480.3111","3.50"
"4758","481.1992","3.50"
"4759","483.8795","3.50"
"4760","486.7431","3.50"
"4761","490.3136","3.50"
"4762","492.6028","3.50"
"4763","496.4604","3.50"
"4764","499.6967","3.50"
"4765","500.3157","3.50"
"4766","502.8911","3.50"
"4767","526.5866","3.50"
"4768","532.1717","3.50"
"4769","544.3445","3.50"
"4770","556.7777","3.50"
"4771","557.3562","3.50"
"4772","560.3690","3.50"
"4773","567.3508","3.50"
"4774","571.3629","3.50"
"4775","572.6913","3.50"
"4776","577.3685","3.50"
"4777","581.5122","3.50"
"4778","583.2010","3.50"
"4779","583.7023","3.50"
"4780","589.3323","3.50"
"4781","625.1797","3.50"
"4782","635.0635","3.50"
"4783","643.8059","3.50"
"4784","667.6754","3.50"
"4785","669.0049","3.50"
"4786","677.8098","3.50"
"4787","683.8225","3.50"
"4788","685.4333","3.50"
"4789","692.2651","3.50"
"4790","694.2814","3.50"
"4791","719.4646","3.50"
"4792","724.4225","3.50"
"4793","740.4432","3.50"
"4794","806.6997","3.50"
"4795","809.2336","3.50"
"4796","820.2411","3.50"
"4797","831.2460","3.50"
"4798","853.2588","3.50"
"4799","854.0115","3.50"
"4800","1088.3088","3.50"
"4801","1097.3405","3.50"
"4802","289.1409","3.51"
"4803","423.1692","3.51"
"4804","441.2269","3.51"
"4805","490.1700","3.51"
"4806","498.6056","3.51"
"4807","498.8922","3.51"
"4808","499.0355","3.51"
"4809","500.3183","3.51"
"4810","502.7485","3.51"
"4811","505.0384","3.51"
"4812","505.1818","3.51"
"4813","505.6117","3.51"
"4814","505.7556","3.51"
"4815","508.8960","3.51"
"4816","510.8286","3.51"
"4817","511.1848","3.51"
"4818","511.4713","3.51"
"4819","511.6146","3.51"
"4820","511.7579","3.51"
"4821","511.9013","3.51"
"4822","512.0442","3.51"
"4823","513.8299","3.51"
"4824","516.2071","3.51"
"4825","521.8342","3.51"
"4826","524.4805","3.51"
"4827","535.5923","3.51"
"4828","548.5998","3.51"
"4829","549.3504","3.51"
"4830","561.6899","3.51"
"4831","561.8539","3.51"
"4832","565.3350","3.51"
"4833","569.0262","3.51"
"4834","569.3596","3.51"
"4835","570.3691","3.51"
"4836","571.8645","3.51"
"4837","573.0241","3.51"
"4838","576.1980","3.51"
"4839","578.8679","3.51"
"4840","579.0352","3.51"
"4841","579.2023","3.51"
"4842","579.3689","3.51"
"4843","579.5368","3.51"
"4844","583.3669","3.51"
"4845","585.3381","3.51"
"4846","586.0384","3.51"
"4847","586.3730","3.51"
"4848","586.5400","3.51"
"4849","586.7071","3.51"
"4850","586.8745","3.51"
"4851","587.0876","3.51"
"4852","593.3764","3.51"
"4853","593.7105","3.51"
"4854","593.8778","3.51"
"4855","594.2116","3.51"
"4856","597.8757","3.51"
"4857","598.2104","3.51"
"4858","599.9530","3.51"
"4859","600.3781","3.51"
"4860","601.5499","3.51"
"4861","609.3280","3.51"
"4862","618.6766","3.51"
"4863","643.4041","3.51"
"4864","664.7494","3.51"
"4865","668.8044","3.51"
"4866","677.4094","3.51"
"4867","682.2623","3.51"
"4868","683.2300","3.51"
"4869","683.6220","3.51"
"4870","690.8336","3.51"
"4871","691.6363","3.51"
"4872","695.2199","3.51"
"4873","695.6201","3.51"
"4874","699.6390","3.51"
"4875","699.8396","3.51"
"4876","700.0402","3.51"
"4877","700.2408","3.51"
"4878","704.0251","3.51"
"4879","704.2261","3.51"
"4880","708.6449","3.51"
"4881","708.8455","3.51"
"4882","709.0460","3.51"
"4883","784.4958","3.51"
"4884","841.5242","3.51"
"4885","858.3343","3.51"
"4886","864.2654","3.51"
"4887","865.0186","3.51"
"4888","875.5229","3.51"
"4889","879.4624","3.51"
"4890","881.5485","3.51"
"4891","881.7992","3.51"
"4892","887.0314","3.51"
"4893","901.5079","3.51"
"4894","1035.1366","3.51"
"4895","249.1485","3.52"
"4896","496.6067","3.52"
"4897","502.6058","3.52"
"4898","504.8952","3.52"
"4899","508.7519","3.52"
"4900","509.1833","3.52"
"4901","517.4742","3.52"
"4902","517.6175","3.52"
"4903","517.7608","3.52"
"4904","517.9040","3.52"
"4905","518.0474","3.52"
"4906","518.1907","3.52"
"4907","518.3338","3.52"
"4908","521.7611","3.52"
"4909","523.7636","3.52"
"4910","523.9069","3.52"
"4911","524.0502","3.52"
"4912","524.1935","3.52"
"4913","524.3368","3.52"
"4914","527.9067","3.52"
"4915","530.0530","3.52"
"4916","530.1964","3.52"
"4917","530.4830","3.52"
"4918","530.6262","3.52"
"4919","530.7695","3.52"
"4920","530.9125","3.52"
"4921","534.0541","3.52"
"4922","536.3426","3.52"
"4923","536.6291","3.52"
"4924","537.0591","3.52"
"4925","540.6300","3.52"
"4926","546.3477","3.52"
"4927","552.9216","3.52"
"4928","578.7007","3.52"
"4929","590.3756","3.52"
"4930","590.5371","3.52"
"4931","593.5432","3.52"
"4932","594.0447","3.52"
"4933","600.7138","3.52"
"4934","600.8810","3.52"
"4935","601.0483","3.52"
"4936","601.3825","3.52"
"4937","602.2096","3.52"
"4938","605.3812","3.52"
"4939","608.0515","3.52"
"4940","608.2187","3.52"
"4941","608.3858","3.52"
"4942","608.7202","3.52"
"4943","615.3892","3.52"
"4944","615.5563","3.52"
"4945","615.7235","3.52"
"4946","615.8907","3.52"
"4947","616.0579","3.52"
"4948","622.8940","3.52"
"4949","623.0613","3.52"
"4950","634.3999","3.52"
"4951","634.6598","3.52"
"4952","634.9015","3.52"
"4953","645.6640","3.52"
"4954","649.4097","3.52"
"4955","649.5734","3.52"
"4956","678.9324","3.52"
"4957","685.2408","3.52"
"4958","693.4374","3.52"
"4959","697.4365","3.52"
"4960","708.4442","3.52"
"4961","709.2467","3.52"
"4962","713.0319","3.52"
"4963","713.2313","3.52"
"4964","717.2494","3.52"
"4965","717.4501","3.52"
"4966","717.6507","3.52"
"4967","717.8514","3.52"
"4968","718.0519","3.52"
"4969","721.6358","3.52"
"4970","721.8361","3.52"
"4971","722.0374","3.52"
"4972","722.8476","3.52"
"4973","726.0547","3.52"
"4974","726.2554","3.52"
"4975","726.4559","3.52"
"4976","726.6565","3.52"
"4977","726.8572","3.52"
"4978","730.4404","3.52"
"4979","734.8599","3.52"
"4980","735.0606","3.52"
"4981","735.2611","3.52"
"4982","735.4618","3.52"
"4983","735.6624","3.52"
"4984","736.8521","3.52"
"4985","739.2135","3.52"
"4986","739.6483","3.52"
"4987","748.0511","3.52"
"4988","748.4529","3.52"
"4989","861.0265","3.52"
"4990","872.0318","3.52"
"4991","875.9440","3.52"
"4992","881.0468","3.52"
"4993","881.2976","3.52"
"4994","882.4802","3.52"
"4995","886.2787","3.52"
"4996","886.5229","3.52"
"4997","886.7789","3.52"
"4998","892.0533","3.52"
"4999","892.3041","3.52"
"5000","892.5550","3.52"
"5001","892.8058","3.52"
"5002","894.0448","3.52"
"5003","897.5358","3.52"
"5004","897.7880","3.52"
"5005","903.0599","3.52"
"5006","903.3108","3.52"
"5007","903.5615","3.52"
"5008","903.8123","3.52"
"5009","908.7942","3.52"
"5010","909.2957","3.52"
"5011","914.0665","3.52"
"5012","914.3174","3.52"
"5013","914.8189","3.52"
"5014","920.0506","3.52"
"5015","925.8255","3.52"
"5016","235.1328","3.53"
"5017","411.2718","3.53"
"5018","482.6864","3.53"
"5019","482.9374","3.53"
"5020","487.4253","3.53"
"5021","487.5958","3.53"
"5022","488.0640","3.53"
"5023","488.1888","3.53"
"5024","488.5652","3.53"
"5025","488.6911","3.53"
"5026","493.5672","3.53"
"5027","493.6926","3.53"
"5028","493.8177","3.53"
"5029","493.9433","3.53"
"5030","494.0687","3.53"
"5031","494.1939","3.53"
"5032","499.0704","3.53"
"5033","499.4467","3.53"
"5034","499.5718","3.53"
"5035","499.6972","3.53"
"5036","504.5735","3.53"
"5037","504.6990","3.53"
"5038","504.8244","3.53"
"5039","504.9497","3.53"
"5040","510.7040","3.53"
"5041","512.7534","3.53"
"5042","515.0426","3.53"
"5043","515.3289","3.53"
"5044","516.0818","3.53"
"5045","521.7104","3.53"
"5046","524.6233","3.53"
"5047","524.8345","3.53"
"5048","527.7628","3.53"
"5049","528.1738","3.53"
"5050","531.7660","3.53"
"5051","533.9091","3.53"
"5052","536.4858","3.53"
"5053","536.7724","3.53"
"5054","536.9157","3.53"
"5055","537.2019","3.53"
"5056","540.1984","3.53"
"5057","542.6320","3.53"
"5058","542.7753","3.53"
"5059","542.9186","3.53"
"5060","543.0618","3.53"
"5061","543.4910","3.53"
"5062","544.3450","3.53"
"5063","547.3245","3.53"
"5064","548.9214","3.53"
"5065","549.0647","3.53"
"5066","549.2080","3.53"
"5067","549.6383","3.53"
"5068","549.7809","3.53"
"5069","549.9224","3.53"
"5070","555.2107","3.53"
"5071","555.3541","3.53"
"5072","555.4974","3.53"
"5073","555.6407","3.53"
"5074","555.7839","3.53"
"5075","555.9273","3.53"
"5076","556.0703","3.53"
"5077","559.0686","3.53"
"5078","561.5003","3.53"
"5079","561.6436","3.53"
"5080","561.7868","3.53"
"5081","561.9301","3.53"
"5082","562.0734","3.53"
"5083","562.2167","3.53"
"5084","562.3586","3.53"
"5085","567.7894","3.53"
"5086","568.0762","3.53"
"5087","568.2195","3.53"
"5088","568.3630","3.53"
"5089","568.6493","3.53"
"5090","569.5014","3.53"
"5091","581.6517","3.53"
"5092","585.3386","3.53"
"5093","597.2867","3.53"
"5094","612.7195","3.53"
"5095","613.0537","3.53"
"5096","619.0441","3.53"
"5097","620.0583","3.53"
"5098","620.7264","3.53"
"5099","622.3933","3.53"
"5100","622.7269","3.53"
"5101","623.2284","3.53"
"5102","623.3956","3.53"
"5103","623.5628","3.53"
"5104","626.3853","3.53"
"5105","627.2200","3.53"
"5106","627.7313","3.53"
"5107","627.8983","3.53"
"5108","630.0645","3.53"
"5109","630.2317","3.53"
"5110","630.5661","3.53"
"5111","630.7333","3.53"
"5112","630.9005","3.53"
"5113","631.3962","3.53"
"5114","637.4023","3.53"
"5115","637.5694","3.53"
"5116","637.7366","3.53"
"5117","637.9038","3.53"
"5118","638.0026","3.53"
"5119","638.0709","3.53"
"5120","638.2369","3.53"
"5121","642.0696","3.53"
"5122","642.2330","3.53"
"5123","642.4071","3.53"
"5124","643.3345","3.53"
"5125","644.7399","3.53"
"5126","644.9071","3.53"
"5127","645.0743","3.53"
"5128","645.2415","3.53"
"5129","645.5757","3.53"
"5130","652.0776","3.53"
"5131","652.2447","3.53"
"5132","652.4120","3.53"
"5133","652.7463","3.53"
"5134","652.9135","3.53"
"5135","654.3921","3.53"
"5136","656.6712","3.53"
"5137","657.4175","3.53"
"5138","659.4153","3.53"
"5139","659.5824","3.53"
"5140","659.9169","3.53"
"5141","666.7530","3.53"
"5142","666.9202","3.53"
"5143","667.0873","3.53"
"5144","667.2545","3.53"
"5145","667.4217","3.53"
"5146","674.5921","3.53"
"5147","674.7593","3.53"
"5148","678.4303","3.53"
"5149","701.6357","3.53"
"5150","730.8427","3.53"
"5151","743.6652","3.53"
"5152","743.8658","3.53"
"5153","744.0664","3.53"
"5154","744.2670","3.53"
"5155","744.4677","3.53"
"5156","747.8024","3.53"
"5157","748.2534","3.53"
"5158","752.4704","3.53"
"5159","752.6710","3.53"
"5160","752.8716","3.53"
"5161","753.0722","3.53"
"5162","753.2729","3.53"
"5163","761.2755","3.53"
"5164","761.6769","3.53"
"5165","761.8775","3.53"
"5166","762.0781","3.53"
"5167","765.8596","3.53"
"5168","766.0602","3.53"
"5169","770.0809","3.53"
"5170","770.2815","3.53"
"5171","770.4822","3.53"
"5172","770.6828","3.53"
"5173","770.8834","3.53"
"5174","778.8861","3.53"
"5175","779.0867","3.53"
"5176","779.2874","3.53"
"5177","779.4879","3.53"
"5178","779.6886","3.53"
"5179","787.8920","3.53"
"5180","788.0927","3.53"
"5181","788.2932","3.53"
"5182","807.0961","3.53"
"5183","883.4958","3.53"
"5184","898.0372","3.53"
"5185","914.5682","3.53"
"5186","919.8004","3.53"
"5187","925.0731","3.53"
"5188","925.3239","3.53"
"5189","925.5746","3.53"
"5190","936.0796","3.53"
"5191","936.3304","3.53"
"5192","936.5812","3.53"
"5193","936.8321","3.53"
"5194","941.5627","3.53"
"5195","941.8134","3.53"
"5196","942.0640","3.53"
"5197","947.0863","3.53"
"5198","947.3370","3.53"
"5199","947.5878","3.53"
"5200","947.8386","3.53"
"5201","958.0928","3.53"
"5202","958.3435","3.53"
"5203","958.5944","3.53"
"5204","958.8451","3.53"
"5205","959.0959","3.53"
"5206","969.0993","3.53"
"5207","969.6009","3.53"
"5208","969.8516","3.53"
"5209","970.1023","3.53"
"5210","980.8583","3.53"
"5211","981.1089","3.53"
"5212","992.1155","3.53"
"5213","505.0750","3.54"
"5214","510.0771","3.54"
"5215","510.2024","3.54"
"5216","510.4532","3.54"
"5217","510.8293","3.54"
"5218","512.3323","3.54"
"5219","515.7057","3.54"
"5220","515.8311","3.54"
"5221","515.9564","3.54"
"5222","516.2073","3.54"
"5223","516.3112","3.54"
"5224","519.1866","3.54"
"5225","521.0835","3.54"
"5226","526.5868","3.54"
"5227","526.7122","3.54"
"5228","526.9629","3.54"
"5229","527.0883","3.54"
"5230","527.2136","3.54"
"5231","528.3084","3.54"
"5232","532.0900","3.54"
"5233","532.2155","3.54"
"5234","532.4662","3.54"
"5235","532.5916","3.54"
"5236","535.5913","3.54"
"5237","538.4716","3.54"
"5238","543.8484","3.54"
"5239","546.6326","3.54"
"5240","546.7762","3.54"
"5241","553.2094","3.54"
"5242","562.7816","3.54"
"5243","565.7869","3.54"
"5244","574.0790","3.54"
"5245","574.2224","3.54"
"5246","574.3657","3.54"
"5247","574.5090","3.54"
"5248","574.6523","3.54"
"5249","574.7956","3.54"
"5250","578.3640","3.54"
"5251","580.5119","3.54"
"5252","580.6551","3.54"
"5253","580.7984","3.54"
"5254","580.9417","3.54"
"5255","581.0850","3.54"
"5256","581.2280","3.54"
"5257","581.3464","3.54"
"5258","586.8013","3.54"
"5259","586.9446","3.54"
"5260","587.0879","3.54"
"5261","587.2308","3.54"
"5262","587.6592","3.54"
"5263","592.9474","3.54"
"5264","593.0908","3.54"
"5265","599.5235","3.54"
"5266","599.6669","3.54"
"5267","599.8100","3.54"
"5268","605.8129","3.54"
"5269","605.9563","3.54"
"5270","609.5469","3.54"
"5271","612.8188","3.54"
"5272","613.0546","3.54"
"5273","620.2204","3.54"
"5274","627.3962","3.54"
"5275","631.3991","3.54"
"5276","634.6540","3.54"
"5277","635.2317","3.54"
"5278","652.5793","3.54"
"5279","659.7497","3.54"
"5280","660.0840","3.54"
"5281","667.5889","3.54"
"5282","670.4167","3.54"
"5283","674.0903","3.54"
"5284","674.2574","3.54"
"5285","674.9263","3.54"
"5286","675.4203","3.54"
"5287","681.4283","3.54"
"5288","681.5956","3.54"
"5289","681.7627","3.54"
"5290","681.9299","3.54"
"5291","682.0965","3.54"
"5292","682.2639","3.54"
"5293","688.7661","3.54"
"5294","688.9332","3.54"
"5295","689.1004","3.54"
"5296","689.2676","3.54"
"5297","689.6017","3.54"
"5298","696.1036","3.54"
"5299","696.2708","3.54"
"5300","696.6053","3.54"
"5301","696.7725","3.54"
"5302","696.9393","3.54"
"5303","703.9429","3.54"
"5304","721.8365","3.54"
"5305","727.9589","3.54"
"5306","756.8586","3.54"
