Query.Mass,Matched.Compound,Matched.Form,Retention.Time,Mass.Diff,Empirical.Compound
483.3236,C04840,M+K[1+],4.3,0.000523533230023077,EC000268
483.3241,C04840,M+K[1+],6.8,0.00102353323001125,EC000268
483.3244,C04840,M+K[1+],5.71,0.00132353323004963,EC000268
483.3245,C04840,M+K[1+],4.72,0.00142353323002453,EC000268
483.3247,C04840,M+K[1+],5.88,0.00162353323003117,EC000268
513.3543,C04840,M+HCOONa[1+],4.19,0.000676466770073603,EC000268
513.3547,C04840,M+HCOONa[1+],5.34,0.000276466770060324,EC000268
513.3552,C04840,M+HCOONa[1+],3.89,0.000223533229927853,EC000268
513.3554,C04840,M+HCOONa[1+],5.55,0.000423533229991335,EC000268
513.3557,C04840,M+HCOONa[1+],3.8,0.000723533229916029,EC000268
283.2254,C04843,M-C3H4O2+H[1+],4.28,0.00137646677001158,EC00095
283.2255,C04843,M-C3H4O2+H[1+],4,0.00127646676997983,EC00095
309.2423,C04843,M-HCOOH+H[1+],4.07,0.000176466769971739,EC00095
311.2568,C04843,M-CO2+H[1+],4.78,0.00127646676997983,EC00095
311.2577,C04843,M-CO2+H[1+],4.02,0.000376466769978379,EC00095
311.2578,C04843,M-CO2+H[1+],4.45,0.000276466770003481,EC00095
311.2579,C04843,M-CO2+H[1+],4.52,0.000176466769971739,EC00095
319.2268,C04843,M-H4O2+H[1+],3.93,0.000123533230066641,EC00095
319.22688,C04843,M-H4O2+H[1+],3.67,0.000203533230035191,EC00095
319.2272,C04843,M-H4O2+H[1+],4.83,0.000523533230023077,EC00095
319.2273,C04843,M-H4O2+H[1+],4.66,0.000623533230054818,EC00095
327.2521,C04843,M-CO+H[1+],4.91,0.000776466769991657,EC00095
327.2528,C04843,M-CO+H[1+],4.8,7.64667699968413e-05,EC00095
327.2529,C04843,M-CO+H[1+],4.08,2.35332300349e-05,EC00095
354.2395,C04843,M[1+],4.45,0.00109999999995125,EC00095
354.2404,C04843,M[1+],4.1,0.000199999999949796,EC00095
354.2407,C04843,M[1+],3.96,0.000100000000031741,EC00095
377.2299,C04843,M+Na[1+],3.88,2.35332300349e-05,EC00095
393.203,C04843,M+K[1+],3.68,0.000376466770035222,EC00095
439.2087,C04843,M+HCOOK[1+],3.64,0.000476466769953277,EC00095
265.2158,C04849,M-C3H4O2+H[1+],4.14,0.00047646677001012,EC000122
265.2159,C04849,M-C3H4O2+H[1+],4.29,0.000376466770035222,EC000122
265.216,C04849,M-C3H4O2+H[1+],3.99,0.000276466770003481,EC000122
265.2162,C04849,M-C3H4O2+H[1+],3.91,7.64667699968413e-05,EC000122
291.2313,C04849,M-HCOOH+H[1+],4.09,0.000676466770016759,EC000122
291.2316,C04849,M-HCOOH+H[1+],4.3,0.000376466769978379,EC000122
291.2317,C04849,M-HCOOH+H[1+],4.49,0.000276466770003481,EC000122
291.2318,C04849,M-HCOOH+H[1+],3.95,0.000176466769971739,EC000122
293.2473,C04849,M-CO2+H[1+],4.52,0.000276466770003481,EC000122
293.24735,C04849,M-CO2+H[1+],4.05,0.000226466770016032,EC000122
293.2474,C04849,M-CO2+H[1+],4.7,0.000176466769971739,EC000122
293.24741,C04849,M-CO2+H[1+],4.8,0.000166466769996987,EC000122
301.2155,C04849,M-H4O2+H[1+],4.97,0.000676466769959916,EC000122
301.2157,C04849,M-H4O2+H[1+],4.35,0.000476466769953277,EC000122
301.21579,C04849,M-H4O2+H[1+],4.28,0.000386466769953131,EC000122
301.2158,C04849,M-H4O2+H[1+],4.72,0.000376466769978379,EC000122
301.2161,C04849,M-H4O2+H[1+],3.98,7.64667699968413e-05,EC000122
301.2162,C04849,M-H4O2+H[1+],3.67,2.35332300349e-05,EC000122
301.2163,C04849,M-H4O2+H[1+],4.66,0.000123533230009798,EC000122
301.2165,C04849,M-H4O2+H[1+],4.83,0.000323533230016437,EC000122
301.2167,C04849,M-H4O2+H[1+],4.15,0.000523533230023077,EC000122
309.2423,C04849,M-CO+H[1+],4.07,7.64667699968413e-05,EC000122
319.2268,C04849,M-H2O+H[1+],3.93,2.35332300349e-05,EC000122
319.22688,C04849,M-H2O+H[1+],3.67,0.00010353323000345,EC000122
319.2272,C04849,M-H2O+H[1+],4.83,0.000423533229991335,EC000122
319.2273,C04849,M-H2O+H[1+],4.66,0.000523533230023077,EC000122
336.229,C04849,M[1+],4.63,0.00110000000000809,EC000122
336.2305,C04849,M[1+],4.71,0.000400000000013279,EC000122
359.2188,C04849,M+Na[1+],3.68,0.000576466769985018,EC000122
359.2196,C04849,M+Na[1+],3.9,0.000223533230041539,EC000122
375.1919,C04849,M+K[1+],4.06,0.00097646677005514,EC000122
375.1931,C04849,M+K[1+],3.67,0.000223533229984696,EC000122
395.1963,C04849,M+NaCl[1+],3.68,0.000323533230016437,EC000122
405.2256,C04849,M+HCOONa[1+],4.31,0.000823533230004614,EC000122
325.2365,C04853,M-CO+H[1+],3.96,0.000776466770048501,EC00070
335.2225,C04853,M-H2O+H[1+],2.85,0.000823533230004614,EC00071
335.22256,C04853,M-H2O+H[1+],2.42,0.000883533229966815,EC00072
375.2132,C04853,M+Na[1+],3.67,0.00107646677003004,EC00070
411.1914,C04853,M+NaCl[1+],3.01,0.000523533229966233,EC00071
437.1936,C04853,M+HCOOK[1+],3.93,2.35332299780566e-05,EC00070
371.3666,C05103,M-CO+H[1+],12.23,0.000576466769985018,EC000243
371.3669,C05103,M-CO+H[1+],12.01,0.000276466770003481,EC000243
371.36691,C05103,M-CO+H[1+],11.82,0.000266466769971885,EC000243
371.367,C05103,M-CO+H[1+],12.32,0.000176466769971739,EC000243
371.3671,C05103,M-CO+H[1+],7.61,7.64667699968413e-05,EC000244
371.3675,C05103,M-CO+H[1+],12.66,0.000323533230016437,EC000243
381.3516,C05103,M-H2O+H[1+],6.08,2.35332300349e-05,EC000245
381.3518,C05103,M-H2O+H[1+],7.43,0.000223533230041539,EC000244
381.35189,C05103,M-H2O+H[1+],11.64,0.000313533230041685,EC000243
381.3519,C05103,M-H2O+H[1+],6.97,0.000323533230016437,EC000246
381.35195,C05103,M-H2O+H[1+],12.05,0.000373533230003886,EC000243
381.352,C05103,M-H2O+H[1+],11.76,0.000423533229991335,EC000243
381.3521,C05103,M-H2O+H[1+],6.24,0.000523533230023077,EC000245
381.35216,C05103,M-H2O+H[1+],7.34,0.000583533230042121,EC000244
381.3525,C05103,M-H2O+H[1+],6.84,0.000923533230036355,EC000246
399.3615,C05103,M+H[1+],6.66,0.000676466770016759,EC000246
399.3616,C05103,M+H[1+],5.98,0.000576466769985018,EC000245
399.3622,C05103,M+H[1+],7.39,2.35332299780566e-05,EC000244
417.3727,C05103,M+H2O+H[1+],5.73,7.64667699968413e-05,EC000245
417.3728,C05103,M+H2O+H[1+],6.23,2.35332299780566e-05,EC000245
421.3423,C05103,M+Na[1+],5.82,0.00187646676999975,EC000245
421.3439,C05103,M+Na[1+],7.31,0.000276466770003481,EC000244
421.3441,C05103,M+Na[1+],7.4,7.64667699968413e-05,EC000244
437.318,C05103,M+K[1+],7.81,0.000323533230016437,EC000244
437.3182,C05103,M+K[1+],7.4,0.000523533230023077,EC000244
467.3498,C05103,M+HCOONa[1+],6.8,0.000223533230041539,EC000246
467.3505,C05103,M+HCOONa[1+],6.17,0.000923533230036355,EC000245
467.3512,C05103,M+HCOONa[1+],5.57,0.00162353323003117,EC000245
483.3241,C05103,M+HCOOK[1+],6.8,0.000623533229997975,EC000246
483.3244,C05103,M+HCOOK[1+],5.71,0.000923533230036355,EC000245
483.3247,C05103,M+HCOOK[1+],5.88,0.00122353323001789,EC000245
365.32,C05107,M-H2O+H[1+],4.66,0.000276466770003481,EC000269
365.3203,C05107,M-H2O+H[1+],4.49,2.35332299780566e-05,EC000269
383.3305,C05107,M+H[1+],5.79,0.000376466770035222,EC000270
383.3306,C05107,M+H[1+],4.66,0.000276466770003481,EC000269
383.3307,C05107,M+H[1+],4.51,0.000176466770028583,EC000269
383.3308,C05107,M+H[1+],6.92,7.64667699968413e-05,EC000271
383.33081,C05107,M+H[1+],6.66,6.64667700220889e-05,EC000271
383.331,C05107,M+H[1+],4.35,0.000123533230009798,EC000269
383.3311,C05107,M+H[1+],7.39,0.000223533229984696,EC000272
384.3343,C05107,M(C13)+H[1+],4.75,2.35332299780566e-05,EC000269
401.34138,C05107,M+H2O+H[1+],5.24,9.64667700031896e-05,EC000270
401.3414,C05107,M+H2O+H[1+],4.36,7.64667699968413e-05,EC000269
401.34142,C05107,M+H2O+H[1+],4.44,5.6466769990493e-05,EC000269
401.3415,C05107,M+H2O+H[1+],6.12,2.35332299780566e-05,EC000270
401.3416,C05107,M+H2O+H[1+],4.81,0.000123533230009798,EC000269
405.3128,C05107,M+Na[1+],8,7.64667700536847e-05,EC000273
405.3131,C05107,M+Na[1+],6.66,0.000223533229984696,EC000271
405.3132,C05107,M+Na[1+],6.92,0.000323533229959594,EC000271
421.2852,C05107,M+K[1+],4.45,0.00117646677000494,EC000269
421.2869,C05107,M+K[1+],6.92,0.000523533230023077,EC000271
421.2872,C05107,M+K[1+],6.65,0.000823533230004614,EC000271
451.3183,C05107,M+HCOONa[1+],5.9,2.35332300349e-05,EC000270
451.3185,C05107,M+HCOONa[1+],6.9,0.000223533229984696,EC000271
451.31854,C05107,M+HCOONa[1+],5.55,0.000263533229997392,EC000270
451.3186,C05107,M+HCOONa[1+],4.88,0.000323533230016437,EC000269
451.3188,C05107,M+HCOONa[1+],6.59,0.000523533230023077,EC000271
467.2918,C05107,M+HCOOK[1+],5.43,0.000376466769978379,EC000270
467.2919,C05107,M+HCOOK[1+],7.25,0.000276466770003481,EC000272
467.2923,C05107,M+HCOOK[1+],4.88,0.000123533230009798,EC000269
467.29231,C05107,M+HCOOK[1+],5.86,0.00013353322998455,EC000270
467.293,C05107,M+HCOOK[1+],5.32,0.000823533230004614,EC000270
467.2934,C05107,M+HCOOK[1+],5.54,0.00122353323001789,EC000270
385.3822,C05108,M-CO+H[1+],12.54,0.000576466769985018,EC000274
395.3664,C05108,M-H2O+H[1+],5.56,0.000776466769991657,EC000275
395.36647,C05108,M-H2O+H[1+],10.45,0.00070646676999786,EC000276
395.3665,C05108,M-H2O+H[1+],10.91,0.000676466770016759,EC000277
395.36653,C05108,M-H2O+H[1+],4.49,0.000646466769978815,EC000278
395.3668,C05108,M-H2O+H[1+],12.3,0.000376466769978379,EC000274
395.3669,C05108,M-H2O+H[1+],6.01,0.000276466770003481,EC000275
395.367,C05108,M-H2O+H[1+],11.99,0.000176466769971739,EC000274
395.3672,C05108,M-H2O+H[1+],6.38,2.35332300349e-05,EC000275
395.36723,C05108,M-H2O+H[1+],12.21,5.35332300160007e-05,EC000274
395.36728,C05108,M-H2O+H[1+],6.56,0.00010353323000345,EC000275
395.367287,C05108,M-H2O+H[1+],7.67,0.000110533229985776,EC000279
395.3674,C05108,M-H2O+H[1+],7.78,0.000223533229984696,EC000279
395.36741,C05108,M-H2O+H[1+],7.47,0.000233533230016292,EC000279
395.3675,C05108,M-H2O+H[1+],6.82,0.000323533230016437,EC000275
395.36753,C05108,M-H2O+H[1+],7.57,0.000353533229997538,EC000279
395.3676,C05108,M-H2O+H[1+],7.86,0.000423533229991335,EC000279
395.36761,C05108,M-H2O+H[1+],7.97,0.000433533230022931,EC000279
395.3679,C05108,M-H2O+H[1+],7.23,0.000723533230029716,EC000279
413.3762,C05108,M+H[1+],6.02,0.00157646677001821,EC000275
413.3772,C05108,M+H[1+],7.13,0.000576466769985018,EC000279
413.3776,C05108,M+H[1+],5.33,0.000176466770028583,EC000275
413.3777,C05108,M+H[1+],7.67,7.64667699968413e-05,EC000279
413.37779,C05108,M+H[1+],6.82,1.35332300033042e-05,EC000275
413.3778,C05108,M+H[1+],6.48,2.35332299780566e-05,EC000275
413.3779,C05108,M+H[1+],5.73,0.000123533230009798,EC000275
431.3869,C05108,M+H2O+H[1+],8.87,0.00147646676998647,EC000280
431.3882,C05108,M+H2O+H[1+],5.33,0.000176466770028583,EC000275
431.3885,C05108,M+H2O+H[1+],6.48,0.000123533230009798,EC000275
431.38855,C05108,M+H2O+H[1+],5.89,0.000173533229997247,EC000275
431.3886,C05108,M+H2O+H[1+],6.82,0.000223533229984696,EC000275
431.3889,C05108,M+H2O+H[1+],6.61,0.000523533229966233,EC000275
435.3597,C05108,M+Na[1+],7.68,7.64667699968413e-05,EC000279
435.3599,C05108,M+Na[1+],7.97,0.000123533230009798,EC000279
435.3601,C05108,M+Na[1+],9.05,0.000323533230016437,EC000280
435.3606,C05108,M+Na[1+],7.39,0.000823533230004614,EC000279
451.3336,C05108,M+K[1+],7.68,0.000323533229959594,EC000279
451.3337,C05108,M+K[1+],7.97,0.000423533229991335,EC000279
481.3644,C05108,M+HCOONa[1+],4.23,0.000776466769991657,EC000278
481.3647,C05108,M+HCOONa[1+],4,0.000476466769953277,EC000278
481.3652,C05108,M+HCOONa[1+],7.75,2.35332300349e-05,EC000279
481.3654,C05108,M+HCOONa[1+],4.49,0.000223533230041539,EC000278
481.36548,C05108,M+HCOONa[1+],5.66,0.000303533230010089,EC000275
481.3657,C05108,M+HCOONa[1+],7.25,0.000523533230023077,EC000279
481.366,C05108,M+HCOONa[1+],6.17,0.000823533230004614,EC000275
497.3371,C05108,M+HCOOK[1+],5.12,0.00197646676997465,EC000275
497.3395,C05108,M+HCOOK[1+],5.67,0.000423533229991335,EC000275
497.3397,C05108,M+HCOOK[1+],4.5,0.000623533229997975,EC000278
497.3399,C05108,M+HCOOK[1+],6.18,0.000823533230004614,EC000275
497.3403,C05108,M+HCOOK[1+],6.32,0.00122353323001789,EC000275
497.3404,C05108,M+HCOOK[1+],4.59,0.00132353322999279,EC000278
411.3987,C05109,M-H2O+H[1+],9.3,0.000223533230041539,EC000281
411.3989,C05109,M-H2O+H[1+],12.44,0.000423533230048179,EC000282
429.4092,C05109,M+H[1+],8.16,0.000123533230009798,EC000283
429.4093,C05109,M+H[1+],9.23,0.000223533229984696,EC000281
447.4176,C05109,M+H2O+H[1+],9.58,0.00207646677000639,EC000281
451.3895,C05109,M+Na[1+],4.32,0.00157646676996137,EC000284
497.3949,C05109,M+HCOONa[1+],4.05,0.00157646676996137,EC000284
497.3968,C05109,M+HCOONa[1+],8.18,0.000323533230016437,EC000283
513.3706,C05109,M+HCOOK[1+],8.18,0.000223533229927853,EC000283
513.372,C05109,M+HCOOK[1+],4.24,0.00162353322991748,EC000284
513.3727,C05109,M+HCOOK[1+],4.26,0.00232353322996914,EC000284
401.3778,C05110,M+H[1+],8.73,2.35332299780566e-05,EC000182
401.3779,C05110,M+H[1+],7.64,0.000123533230009798,EC000183
401.37792,C05110,M+H[1+],7.88,0.000143533230016146,EC000183
423.3598,C05110,M+Na[1+],7.89,2.35332300349e-05,EC000183
423.3614,C05110,M+Na[1+],9.84,0.00162353323003117,EC000185
423.36145,C05110,M+Na[1+],10.26,0.00167353323001862,EC000186
423.3618,C05110,M+Na[1+],9.11,0.00202353323004445,EC000187
439.3337,C05110,M+K[1+],7.9,0.000423533229991335,EC000183
469.36568,C05110,M+HCOONa[1+],7.87,0.000503533230016728,EC000183
469.3657,C05110,M+HCOONa[1+],7.95,0.000523533230023077,EC000183
485.339,C05110,M+HCOOK[1+],7.64,7.64667699968413e-05,EC000183
485.3395,C05110,M+HCOOK[1+],7.71,0.000423533229991335,EC000183
485.3403,C05110,M+HCOOK[1+],7.84,0.00122353323001789,EC000183
401.3778,C05111,M+H[1+],8.73,2.35332299780566e-05,EC000182
401.3779,C05111,M+H[1+],7.64,0.000123533230009798,EC000183
401.37792,C05111,M+H[1+],7.88,0.000143533230016146,EC000183
423.3598,C05111,M+Na[1+],7.89,2.35332300349e-05,EC000183
423.3614,C05111,M+Na[1+],9.84,0.00162353323003117,EC000185
423.36145,C05111,M+Na[1+],10.26,0.00167353323001862,EC000186
423.3618,C05111,M+Na[1+],9.11,0.00202353323004445,EC000187
439.3337,C05111,M+K[1+],7.9,0.000423533229991335,EC000183
469.36568,C05111,M+HCOONa[1+],7.87,0.000503533230016728,EC000183
469.3657,C05111,M+HCOONa[1+],7.95,0.000523533230023077,EC000183
485.339,C05111,M+HCOOK[1+],7.64,7.64667699968413e-05,EC000183
485.3395,C05111,M+HCOOK[1+],7.71,0.000423533229991335,EC000183
485.3403,C05111,M+HCOOK[1+],7.84,0.00122353323001789,EC000183
444.2774,C05122,M-C3H4O2+H[1+],3.19,0.00047646677001012,EC000287
480.2778,C05122,M-H4O2+H[1+],3.74,2.35332300349e-05,EC000287
498.2884,C05122,M-H2O+H[1+],3.74,2.35332300349e-05,EC000287
498.289,C05122,M-H2O+H[1+],3.32,0.000623533229997975,EC000287
516.2986,C05122,M+H[1+],3.48,0.000376466770035222,EC000287
516.2987,C05122,M+H[1+],3.74,0.000276466769946637,EC000287
516.2997,C05122,M+H[1+],4.39,0.000723533230029716,EC000288
516.3009,C05122,M+H[1+],3.37,0.00192353322995586,EC000287
538.2806,C05122,M+Na[1+],3.74,0.000376466769921535,EC000287
574.2595,C05122,M+NaCl[1+],3.07,0.00192353322995586,EC000287
261.2203,C05138,M-C3H4O2+H[1+],3.88,0.000976466769998297,EC000248
261.2204,C05138,M-C3H4O2+H[1+],4.02,0.000876466770023399,EC000248
261.2206,C05138,M-C3H4O2+H[1+],4.12,0.000676466770016759,EC000248
261.2207,C05138,M-C3H4O2+H[1+],4.43,0.000576466769985018,EC000248
261.22094,C05138,M-C3H4O2+H[1+],5.11,0.000336466770022525,EC000248
261.221,C05138,M-C3H4O2+H[1+],4.26,0.000276466770003481,EC000248
261.2211,C05138,M-C3H4O2+H[1+],5.86,0.000176466770028583,EC000248
261.2217,C05138,M-C3H4O2+H[1+],4.71,0.000423533229991335,EC000248
261.2218,C05138,M-C3H4O2+H[1+],4.64,0.000523533229966233,EC000248
287.2357,C05138,M-HCOOH+H[1+],4.12,0.00127646676997983,EC000248
287.2364,C05138,M-HCOOH+H[1+],5.03,0.000576466769985018,EC000248
287.2365,C05138,M-HCOOH+H[1+],4.93,0.00047646677001012,EC000248
287.2369,C05138,M-HCOOH+H[1+],3.89,7.64667699968413e-05,EC000248
287.237,C05138,M-HCOOH+H[1+],4.39,2.35332300349e-05,EC000248
287.2375,C05138,M-HCOOH+H[1+],5.34,0.000523533230023077,EC000248
289.2524,C05138,M-CO2+H[1+],4.39,0.000176466769971739,EC000248
289.2525,C05138,M-CO2+H[1+],5.23,7.64667699968413e-05,EC000248
297.2217,C05138,M-H4O2+H[1+],3.34,0.000523533230023077,EC000248
305.247,C05138,M-CO+H[1+],4.12,0.000376466769978379,EC000248
305.2471,C05138,M-CO+H[1+],4.66,0.000276466770003481,EC000248
305.24712,C05138,M-CO+H[1+],4.84,0.000256466769997132,EC000248
305.24716,C05138,M-CO+H[1+],5.34,0.000216466769984436,EC000248
305.2472,C05138,M-CO+H[1+],4.93,0.000176466769971739,EC000248
305.2474,C05138,M-CO+H[1+],4.39,2.35332300349e-05,EC000248
305.24743,C05138,M-CO+H[1+],5.51,5.35332300160007e-05,EC000248
305.2476,C05138,M-CO+H[1+],3.9,0.000223533229984696,EC000248
315.2316,C05138,M-H2O+H[1+],4.03,0.000176466769971739,EC000248
315.2317,C05138,M-H2O+H[1+],4.34,7.64667699968413e-05,EC000248
315.2318,C05138,M-H2O+H[1+],5.62,2.35332300349e-05,EC000248
315.23185,C05138,M-H2O+H[1+],5.15,7.3533230022349e-05,EC000248
315.232,C05138,M-H2O+H[1+],3.82,0.000223533230041539,EC000248
333.2421,C05138,M+H[1+],4.04,0.000276466770003481,EC000248
333.2422,C05138,M+H[1+],4.83,0.000176466769971739,EC000248
333.2424,C05138,M+H[1+],3.82,2.35332299780566e-05,EC000248
333.24246,C05138,M+H[1+],3.9,8.35332299971014e-05,EC000248
333.2428,C05138,M+H[1+],3.61,0.000423533229991335,EC000248
355.2231,C05138,M+Na[1+],3.88,0.00127646676997983,EC000248
355.2242,C05138,M+Na[1+],4.44,0.000176466769971739,EC000248
355.2244,C05138,M+Na[1+],4.85,2.35332300349e-05,EC000248
355.22447,C05138,M+Na[1+],4.76,9.35332300286973e-05,EC000248
355.2246,C05138,M+Na[1+],4.07,0.000223533230041539,EC000248
355.22468,C05138,M+Na[1+],3.95,0.000303533230010089,EC000248
371.1975,C05138,M+K[1+],3.88,0.000376466770035222,EC000248
391.2003,C05138,M+NaCl[1+],5.55,0.000676466769959916,EC000248
233.1896,C05139,M-C3H4O2+H[1+],3.81,0.0003764667700068,EC000289
233.19,C05139,M-C3H4O2+H[1+],3.94,2.35332299780566e-05,EC000289
233.1902,C05139,M-C3H4O2+H[1+],3.7,0.000223533229984696,EC000289
233.19022,C05139,M-C3H4O2+H[1+],4.08,0.000243533229991044,EC000289
233.19028,C05139,M-C3H4O2+H[1+],4.5,0.000303533229981667,EC000289
259.205,C05139,M-HCOOH+H[1+],4.08,0.000676466770016759,EC000289
259.2051,C05139,M-HCOOH+H[1+],4.23,0.000576466769985018,EC000289
259.2053,C05139,M-HCOOH+H[1+],4.84,0.000376466769978379,EC000289
259.2056,C05139,M-HCOOH+H[1+],4.66,7.64667699968413e-05,EC000289
261.2203,C05139,M-CO2+H[1+],3.88,0.000976466769998297,EC000289
261.2204,C05139,M-CO2+H[1+],4.02,0.000876466770023399,EC000289
261.2206,C05139,M-CO2+H[1+],4.12,0.000676466770016759,EC000289
261.2207,C05139,M-CO2+H[1+],4.43,0.000576466769985018,EC000289
261.22094,C05139,M-CO2+H[1+],5.11,0.000336466770022525,EC000289
261.221,C05139,M-CO2+H[1+],4.26,0.000276466770003481,EC000289
261.2217,C05139,M-CO2+H[1+],4.71,0.000423533229991335,EC000289
261.2218,C05139,M-CO2+H[1+],4.64,0.000523533229966233,EC000289
277.2155,C05139,M-CO+H[1+],4.84,0.000576466769985018,EC000289
277.216,C05139,M-CO+H[1+],4.75,7.64667699968413e-05,EC000289
277.2164,C05139,M-CO+H[1+],4.45,0.000323533230016437,EC000289
277.2168,C05139,M-CO+H[1+],4.23,0.000723533229972873,EC000289
287.2,C05139,M-H2O+H[1+],4.46,0.00047646677001012,EC000289
305.2111,C05139,M+H[1+],4.13,2.35332299780566e-05,EC000289
305.21113,C05139,M+H[1+],4.42,5.35332300160007e-05,EC000289
305.2113,C05139,M+H[1+],3.7,0.000223533229984696,EC000289
323.2204,C05139,M+H2O+H[1+],4.3,0.00127646677003668,EC000289
323.2205,C05139,M+H2O+H[1+],4.41,0.00117646677000494,EC000289
323.2212,C05139,M+H2O+H[1+],4.02,0.00047646677001012,EC000289
327.1928,C05139,M+Na[1+],3.7,0.000276466770003481,EC000289
327.1935,C05139,M+Na[1+],4.43,0.000423533229991335,EC000289
327.1936,C05139,M+Na[1+],4.02,0.000523533230023077,EC000289
327.1938,C05139,M+Na[1+],4.11,0.000723533230029716,EC000289
343.1678,C05139,M+K[1+],4.42,0.00122353322996105,EC000289
389.1729,C05139,M+HCOOK[1+],3.76,0.000523533230023077,EC000289
257.1896,C05140,M-HCOOH+H[1+],3.77,0.00047646677001012,EC000290
259.205,C05140,M-CO2+H[1+],4.08,0.000676466770016759,EC000290
259.2051,C05140,M-CO2+H[1+],4.23,0.000576466769985018,EC000290
275.2002,C05140,M-CO+H[1+],4.35,0.000276466770003481,EC000290
275.2004,C05140,M-CO+H[1+],4.07,7.64667699968413e-05,EC000290
275.2005,C05140,M-CO+H[1+],3.86,2.35332299780566e-05,EC000290
275.20065,C05140,M-CO+H[1+],3.6,0.000173533229997247,EC000290
275.20067,C05140,M-CO+H[1+],3.77,0.000193533230003595,EC000290
285.1846,C05140,M-H2O+H[1+],3.91,0.000276466770003481,EC000290
285.1847,C05140,M-H2O+H[1+],3.38,0.000176466769971739,EC000290
285.1849,C05140,M-H2O+H[1+],3.17,2.35332300349e-05,EC000290
303.195,C05140,M+H[1+],3.38,0.00047646677001012,EC000290
303.1954,C05140,M+H[1+],3.86,7.64667699968413e-05,EC000290
321.2061,C05140,M+H2O+H[1+],3.97,2.35332299780566e-05,EC000290
321.2063,C05140,M+H2O+H[1+],3.87,0.000223533229984696,EC000290
325.1763,C05140,M+Na[1+],3.12,0.00117646677000494,EC000290
325.1774,C05140,M+Na[1+],4.31,7.64667700536847e-05,EC000290
371.1846,C05140,M+HCOONa[1+],3.8,0.00172353323000607,EC000290
217.1585,C05141,M-C3H4O2+H[1+],3.85,0.000176466770028583,EC000291
217.1587,C05141,M-C3H4O2+H[1+],4,2.35332299780566e-05,EC000291
217.1591,C05141,M-C3H4O2+H[1+],4.15,0.000423533229962914,EC000291
245.1903,C05141,M-CO2+H[1+],4.49,0.000323533229988016,EC000291
261.1846,C05141,M-CO+H[1+],4.41,0.000176466770028583,EC000291
261.1847,C05141,M-CO+H[1+],4.07,7.64667699968413e-05,EC000291
261.1855,C05141,M-CO+H[1+],3.8,0.000723533229972873,EC000291
271.1689,C05141,M-H2O+H[1+],3.76,0.000276466770003481,EC000291
289.1789,C05141,M+H[1+],3.8,0.000876466770023399,EC000291
307.1904,C05141,M+H2O+H[1+],3.8,2.35332299780566e-05,EC000291
311.1619,C05141,M+Na[1+],4.27,0.000123533230009798,EC000291
311.16195,C05141,M+Na[1+],3.88,0.000173533229997247,EC000291
300.1592,C05176,M+H[1+],3.42,0.000176466770028583,EC000292
300.1594,C05176,M+H[1+],3.59,2.35332299780566e-05,EC000292
322.1417,C05176,M+Na[1+],3.42,0.000323533230016437,EC000292
491.3865,C05200,M-C3H4O2+H[1+],8.41,0.00187646676999975,EC000293
491.3866,C05200,M-C3H4O2+H[1+],7.89,0.00177646677002485,EC000293
491.3867,C05200,M-C3H4O2+H[1+],7.61,0.00167646676999311,EC000293
491.3869,C05200,M-C3H4O2+H[1+],8.6,0.00147646676998647,EC000293
491.387,C05200,M-C3H4O2+H[1+],8.23,0.00137646677001158,EC000293
519.4178,C05200,M-CO2+H[1+],8.18,0.00187646676988606,EC000293
527.3863,C05200,M-H4O2+H[1+],7.59,0.00197646676997465,EC000293
527.3865,C05200,M-H4O2+H[1+],7.32,0.00177646677002485,EC000293
527.3873,C05200,M-H4O2+H[1+],8.13,0.000976466769998297,EC000293
527.3888,C05200,M-H4O2+H[1+],8.72,0.000523533229966233,EC000293
535.4128,C05200,M-CO+H[1+],8.57,0.00167646677004996,EC000293
535.4129,C05200,M-CO+H[1+],7.32,0.00157646676996137,EC000293
585.3916,C05200,M+Na[1+],7.18,0.000123533230066641,EC000293
631.3973,C05200,M+HCOONa[1+],6.98,0.000423533229991335,EC000293
288.1591,C05202,M-CO+H[1+],3.42,0.000276466770003481,EC000294
288.1592,C05202,M-CO+H[1+],3.72,0.000176466770028583,EC000294
298.1437,C05202,M-H2O+H[1+],3.71,7.64667699968413e-05,EC000294
298.144,C05202,M-H2O+H[1+],3.43,0.000223533229984696,EC000294
298.1444,C05202,M-H2O+H[1+],3.59,0.000623533229997975,EC000294
299.1277,C05202,M-NH3+H[1+],3.25,0.000176466770028583,EC000294
316.1543,C05202,M+H[1+],3.25,7.64667700536847e-05,EC000294
317.15746,C05202,M(C13)+H[1+],3.24,0.000316466770016177,EC000294
998.2885,C05273,M+Na[1+],9.65,0.00132353322999279,EC000295
257.1896,C05284,M-HCOOH+H[1+],3.77,0.00047646677001012,EC000290
259.205,C05284,M-CO2+H[1+],4.08,0.000676466770016759,EC000290
259.2051,C05284,M-CO2+H[1+],4.23,0.000576466769985018,EC000290
275.2002,C05284,M-CO+H[1+],4.35,0.000276466770003481,EC000290
275.2004,C05284,M-CO+H[1+],4.07,7.64667699968413e-05,EC000290
275.2005,C05284,M-CO+H[1+],3.86,2.35332299780566e-05,EC000290
275.20065,C05284,M-CO+H[1+],3.6,0.000173533229997247,EC000290
