m.z,rt,p.value,t.score
525.2886,2.63,0.705264198568262,-0.288692000000001
541.2623,2.63,0.0185966441634285,-1.67242083333333
929.5026,2.63,0.391946437675382,1.06896416666667
235.1075,2.64,0.156553837579244,-0.712871000000001
257.0897,2.64,0.376074472602445,-0.333152333333335
347.1233,2.64,0.0968432221610044,-1.00205483333333
387.12,2.64,0.948164122113426,-0.0870966666666665
408.2526,2.64,0.0165685838988944,-2.06567116666667
453.3431,2.64,0.0746585009016366,-1.3924175
496.3041,2.64,0.0736845926137355,-1.36052983333333
496.8059,2.64,0.0405859804293992,-1.60932066666667
214.0499,2.65,0.634859072040749,0.355809333333333
362.222,2.65,0.811826374406132,-0.248706500000001
578.3383,2.65,0.0250466458867008,-1.78324283333333
761.3928,2.65,0.0110330508425489,-1.658251
269.1743,2.66,0.435205856426431,-0.486887666666668
294.6691,2.66,0.951425250476956,0.0854901666666653
302.6805,2.66,0.384379138566712,-0.559964499999999
303.1823,2.66,0.156637550284873,-0.9360195
325.1405,2.66,0.1829743018713,-0.703050333333333
362.7237,2.66,0.0274577946380932,2.33351883333333
370.7355,2.66,0.00803556732744719,-1.91826866666667
371.2373,2.66,0.0127758737876445,-1.8067305
379.2487,2.66,0.00784153627978303,-1.5248675
379.7505,2.66,0.00624269398181387,-1.718072
381.7265,2.66,0.0287741464148386,2.27184533333334
382.2283,2.66,0.753550637164241,-0.452416333333335
389.7134,2.66,0.454051398279776,-0.563419
412.7461,2.66,0.804518300395774,-0.214587333333334
421.2593,2.66,0.167093279216332,-0.859997666666667
421.7611,2.66,0.111292421853394,-0.993133833333333
431.7241,2.66,0.792028271550187,0.253847
459.2238,2.66,0.470848828912303,-0.724926333333334
487.7909,2.66,0.227179631815096,-1.09163516666667
522.2478,2.66,0.968483549759766,0.061310499999999
604.3538,2.66,0.151477553243194,-0.860172166666669
740.4635,2.66,0.00621535628621267,-1.76962933333333
824.4847,2.66,0.154773057566137,-1.07899066666667
251.1634,2.67,0.781623000659813,-0.406687999999998
294.1684,2.67,0.712323984330723,-0.288646833333332
308.1496,2.67,0.484793100660892,-0.376431166666667
323.1602,2.67,0.399149037695153,-0.397843833333334
347.1365,2.67,0.213297027776451,-0.777102833333335
362.1173,2.67,0.0333761253878596,2.74962316666667
404.1822,2.67,0.461786627018282,-0.4972455
429.7672,2.67,0.244098720292847,-1.05753316666667
438.2804,2.67,0.330742186647341,-1.19413783333333
438.7822,2.67,0.991722680566755,0.0157021666666664
449.2469,2.67,0.924420101343672,0.135059666666667
625.2825,2.67,0.14720181518795,-0.980426000000001
754.4424,2.67,0.695021205585984,0.392058500000001
858.5266,2.67,0.843067942274618,-0.160530833333334
214.1319,2.68,0.723304780762537,-0.190135666666667
489.2345,2.68,0.978368601320763,0.0385684999999993
609.3012,2.68,0.471144498409292,-0.516745333333335
233.0774,2.69,0.712327915489505,0.200795833333333
431.2176,2.69,0.658786598621624,-0.309393833333333
638.3956,2.69,0.617492904448236,-0.555914500000002
312.1318,2.7,0.0825684000247783,0.890767000000001
313.1548,2.7,0.524477447172877,0.248063166666667
319.7014,2.7,0.908768138872032,0.117224333333333
332.2179,2.7,0.582091736473492,0.248002833333333
445.2624,2.7,0.0596038530364249,0.899276333333332
509.804,2.7,0.428779705239819,-0.660590666666667
518.3172,2.7,0.0499498893697898,-1.340392
518.819,2.7,0.0449445074426951,-1.50947083333333
528.7819,2.7,0.0736100080017,-1.1134915
210.0897,2.71,0.0599297763607261,0.908020666666665
214.1738,2.71,0.506401558213348,0.313649166666667
232.0967,2.71,0.773582832139702,0.365141666666664
242.1153,2.71,0.0198128945129456,0.657519166666665
245.1285,2.71,0.664464373759473,-0.302063666666668
245.1859,2.71,0.104413296569687,-0.854540999999998
254.1021,2.71,0.193196190103942,1.08323483333333
283.1418,2.71,0.352086289048487,-0.570199166666666
311.1881,2.71,0.0936783578386154,-1.08512933333333
458.1926,2.71,0.0185993572949491,1.7237215
520.795,2.71,0.752610234682003,0.324572833333332
530.8442,2.71,0.149577902361058,-1.80604416666666
274.1698,2.72,0.345954161719076,-0.766584666666665
274.6715,2.72,0.824450431039738,-0.160586333333334
291.1966,2.72,0.472716344946146,-0.438890500000002
312.1082,2.72,0.117487845383768,-1.547862
325.1757,2.72,0.00049072400061199,-2.64980166666667
332.126,2.72,0.587524254217458,-0.296636333333334
338.0943,2.72,0.0393083399538722,1.81502766666667
360.1013,2.72,0.85428714136906,-0.287471499999999
361.1864,2.72,0.481066976992477,0.867036833333333
504.3013,2.72,0.747025699823253,-0.443232999999997
542.289,2.72,0.397674559747854,0.672781166666666
542.7932,2.72,0.512146266857007,0.5359185
545.2687,2.72,0.595710832765516,-0.7157365
547.3332,2.72,0.337674025808365,-0.831250999999999
