"p.value","m.z","t.score","r.t"
0.118894506699883,956.564,-1.050041,3.04
0.735282115215196,225.1484,-0.433872999999998,3.05
0.250257421369141,240.1569,0.483118999999999,3.05
0.610880083708782,277.1069,-0.563871166666667,3.05
0.00232743654199715,309.1808,-2.07397416666667,3.05
0.935003013438462,317.0994,-0.0839876666666691,3.05
0.157276263535228,333.0733,-1.01200166666667,3.05
0.864484481437684,343.7219,0.208880333333334,3.05
0.813375002900353,351.1954,-0.201710000000001,3.05
0.903710786419592,369.206,-0.106466166666669,3.05
0.930024101587521,381.1695,0.126166166666668,3.05
0.762553473406575,382.2215,0.283919333333332,3.05
0.799526385740487,399.18,-0.343751666666666,3.05
0.49801344505476,404.5821,-0.438373666666668,3.05
0.0813775584674945,410.2578,-1.204789,3.05
0.80819229545424,420.1768,0.290885500000001,3.05
0.609342991362574,421.201,-0.584222666666664,3.05
0.241569776741834,436.7749,1.23748416666667,3.05
0.722271417803018,439.2118,-0.441802499999999,3.05
0.0110774125018785,445.2882,-1.55304216666667,3.05
0.0112744542053479,445.7899,-1.71213966666667,3.05
0.386005556043657,455.7529,0.9766805,3.05
0.708359709946585,457.2221,-0.492592833333333,3.05
0.176387226054601,474.2488,1.52140483333333,3.05
0.149156230607382,479.2042,2.80019433333333,3.05
0.166835282555729,485.3261,1.68493216666667,3.05
0.562730014551807,488.2645,-0.511430666666666,3.05
0.318422916520015,495.1781,1.09114716666667,3.05
0.791282747971196,502.2796,0.434668,3.05
0.323440271363394,513.3201,-0.897014499999999,3.05
0.46361138136865,513.6544,-0.635793333333332,3.05
0.424657920876676,515.2753,1.36860416666667,3.05
0.521966883931879,515.3062,0.687344333333333,3.05
0.754896266880983,516.2604,-0.349717999999999,3.05
0.877705816554177,520.6306,-0.159897000000002,3.05
0.174610065909314,521.3471,-0.761341333333334,3.05
0.552559232197278,529.9815,0.656524666666666,3.05
0.833606053734289,538.2411,-0.3042905,3.05
0.156762431053497,597.857,-0.947290166666668,3.05
0.0669857557261767,606.3695,-1.18676083333334,3.05
0.12156340499208,608.8474,-1.04641516666667,3.05
0.155100301713085,616.8341,-0.971236833333332,3.05
0.070904660871948,636.3929,-1.42715183333333,3.05
0.402756788996462,692.2861,-0.702172,3.05
0.161010196531103,708.26,-1.314461,3.05
0.00991604878296129,872.5422,-1.8346375,3.05
0.677121857623827,398.9076,0.484840333333334,3.06
0.618669693920198,446.3114,-0.712292666666668,3.06
0.65175374577217,507.3101,-0.401636166666665,3.06
0.365751812496246,512.9856,-0.901014833333333,3.06
0.419529821165967,519.962,-0.545689000000001,3.06
0.1455274019253,526.3328,-1.612553,3.06
0.417599412987268,526.8346,-0.838651833333333,3.06
0.101957920985239,575.8439,-1.0039605,3.06
0.602698089006607,598.3589,-0.428547166666667,3.06
0.0702828480257684,606.8712,-1.36890683333333,3.06
0.179924035782976,617.3359,-0.971273333333333,3.06
0.682411228854339,728.4473,0.4185645,3.06
0.300595650235488,760.4608,-0.964467833333333,3.06
0.253080335343438,760.9625,-0.961918000000001,3.06
0.897396734874897,770.925,0.109482833333333,3.06
0.39072932696235,771.4268,0.754584,3.06
0.372392435851072,792.9381,0.728578500000001,3.06
0.713721516906873,251.1642,0.205757166666666,3.07
0.697679168970941,259.2015,-0.268685666666667,3.07
0.517865280460758,281.1834,-0.347499499999999,3.07
0.636839503758518,297.1574,0.269268666666667,3.07
0.590381633005805,326.2113,-0.342500166666669,3.07
0.427141831890315,336.2535,-0.462043833333336,3.07
0.0772092355580093,404.2103,1.8962655,3.07
0.064899043731309,419.2574,-1.3734005,3.07
0.096861495820011,424.933,-1.18608233333333,3.07
0.102893055376275,425.2674,-1.0987005,3.07
0.639039276386656,431.9098,0.496992500000001,3.07
0.241903440595816,432.2437,1.20073483333333,3.07
0.21234616862288,509.312,-0.959964166666667,3.07
0.869746084530526,509.8138,-0.126203333333331,3.07
0.310967201949164,521.9856,-0.739047500000001,3.07
0.34234490728492,527.6611,-0.907827333333334,3.07
0.312899416414116,527.9955,-0.951506,3.07
0.337621974063608,534.6375,-0.650028833333333,3.07
0.851978969315029,535.3059,0.221006833333333,3.07
0.630487157532417,544.3291,-0.403712333333333,3.07
0.652492185431961,549.293,0.267176833333333,3.07
0.160497319704334,563.2938,1.26708533333333,3.07
0.62921234509024,563.7953,0.653145500000002,3.07
0.74271607391064,566.2728,-0.447752333333331,3.07
0.174626437695922,574.2595,1.05169483333333,3.07
0.206265633709973,595.3244,-0.563028,3.07
0.102286354699792,599.38,-1.30263683333333,3.07
0.0703629563934999,599.8817,-1.57502283333333,3.07
0.0245188964694385,609.8449,-1.199504,3.07
0.00151625707933253,610.3463,-1.7789225,3.07
0.171220993508006,619.8695,-1.0455905,3.07
0.0105905380714598,631.3624,-1.91591,3.07
0.949309582108458,649.7237,-0.0611278333333331,3.07
0.84286904693155,651.0662,-0.187785,3.07
0.74997213171626,666.0772,-0.340596833333334,3.07
0.401871533373656,782.9756,-0.78059716666667,3.07
0.662683977982047,793.4408,-0.393647166666667,3.07
0.132276747615536,256.1309,0.511200999999999,3.08
0.913416594273478,268.1691,-0.163385833333331,3.08
0.956460726349138,303.1337,0.0389349999999992,3.08
0.837520835433914,304.1176,-0.112955666666666,3.08
0.772413262382359,321.1441,0.177228833333332,3.08
0.702825942596081,339.0983,-0.547495666666665,3.08
0.92826344651621,356.2172,0.0451018333333342,3.08
0.00046613989377733,391.1628,-1.99092083333333,3.08
0.445828598588064,399.9225,-0.920715833333334,3.08
0.493831892055602,405.598,-0.787214500000001,3.08
0.406986825735697,413.5818,-0.634991833333335,3.08
0.76311562254954,413.9162,-0.175005166666666,3.08
0.216433927621705,424.2475,-1.87461583333333,3.08
0.499697852285577,426.5853,0.690297666666665,3.08
0.294999387846525,428.2169,-0.733764166666666,3.08
0.00234414332571667,467.3013,-1.9366095,3.08
0.0161055509426274,467.8032,-1.64193033333333,3.08
0.156176744021669,470.2808,-1.04505116666667,3.08
0.396187276733709,528.3298,-0.751724999999999,3.08
0.864484481437684,529.314,-0.136101999999999,3.08
0.929878255348623,529.6474,0.0920618333333336,3.08
0.316697096698485,548.3455,-1.004752,3.08
0.978915825231779,548.3635,-0.0446371666666686,3.08
0.376893297200823,548.8475,-0.850035666666666,3.08
0.020408699916289,569.3303,1.44267516666667,3.08
0.0817363072244664,628.3825,-1.19373183333333,3.08
0.0818955037929354,628.8841,-1.26425033333333,3.08
0.40034831196635,638.3868,0.481074833333334,3.08
0.19550249286087,638.8471,-0.991617666666667,3.08
0.519090265394745,664.3985,-0.555174000000001,3.08
0.566576743625836,665.7428,-0.504007000000001,3.08
0.741243539205584,679.0745,-0.270999500000001,3.08
0.75504292493043,680.7525,-0.331999833333334,3.08
0.364398838205734,782.474,-0.746926833333333,3.08
0.670804076412405,883.4115,-0.285843166666666,3.08
0.188355638105312,905.3938,-0.800901333333331,3.08
0.098169355607653,916.5686,-1.12071433333333,3.08
0.492278232579509,246.1598,0.235181333333332,3.09
0.100521250722146,353.2069,-1.07313183333334,3.09
0.999488309251778,358.1321,0.00101266666666926,3.09
0.0682503398285653,420.2733,-1.65162333333333,3.09
0.457682691408242,428.9264,0.820437833333332,3.09
0.815906831836662,446.585,-0.2267285,3.09
0.445273774487124,446.9195,0.427987666666666,3.09
0.989191015663474,458.2761,-0.0100363333333345,3.09
0.180465702516573,504.0668,1.00029616666667,3.09
0.613534926850018,506.2784,0.510146333333334,3.09
0.590256209991957,521.3341,-0.428826166666667,3.09
0.533521773685487,531.8267,-0.494750333333334,3.09
0.560382116214425,542.3365,-0.566122666666667,3.09
0.401224458599003,542.6709,-0.855318499999999,3.09
0.560028724720835,543.0052,-0.510210500000001,3.09
0.977783466623766,549.9817,0.0351678333333323,3.09
0.434327182437651,551.3363,-0.573903833333333,3.09
0.988983889582013,559.3027,-0.0180368333333337,3.09
0.875751146757613,631.858,0.207856833333334,3.09
0.122874943057379,650.3953,-1.10995366666667,3.09
0.216404174207586,680.4182,-1.07340683333334,3.09
0.368715474423526,804.4869,-0.7847155,3.09
0.362802206828073,804.9887,-0.712974333333335,3.09
0.925681431822507,808.3879,0.0924443333333323,3.09
0.421115366736577,211.0941,-0.516257833333334,3.1
0.560375888394561,255.065,0.409832499999998,3.1
0.653420704291421,277.047,-0.495088333333333,3.1
0.325816034296071,293.0208,0.770945499999998,3.1
0.586001439585976,358.2949,0.635951666666666,3.1
0.232230694654819,374.2455,1.487953,3.1
0.561281389672905,389.1937,0.691161333333335,3.1
0.364620494237261,414.5978,0.664873,3.1
0.340638374512817,420.6078,1.04028133333333,3.1
0.159712220472075,422.518,1.27527616666667,3.1
0.959177694812546,428.257,-0.0584809999999987,3.1
0.666614653188624,428.5917,-0.265310499999999,3.1
0.508270592244968,434.9487,-0.709500833333335,3.1
0.118101121291436,439.6085,-1.173464,3.1
0.0869522120731936,439.9429,-1.1729735,3.1
0.164844944806886,441.2602,-1.04680766666667,3.1
0.11586676064738,441.5951,-1.028544,3.1
0.0286155036869709,489.3145,-1.47513383333333,3.1
0.0147255245065429,489.8162,-1.67920066666667,3.1
0.79163401457821,515.0734,0.287169833333333,3.1
0.551673137667549,536.6608,-0.464462499999999,3.1
0.638325311042114,549.3129,-0.333843000000001,3.1
0.576599192473953,557.6806,-0.522841666666668,3.1
0.155563722310547,562.0063,1.2253325,3.1
0.092825223122744,563.0152,1.36022166666667,3.1
0.94690467428841,564.3224,-0.0777004999999988,3.1
0.869383843807738,612.3031,-0.182363499999998,3.1
0.0254233263050392,621.3931,-2.06776066666667,3.1
0.178800771152216,621.8947,-1.18916516666667,3.1
0.100092300488563,632.3595,-0.755452166666668,3.1
0.112561534272015,650.8972,-1.23564033333333,3.1
0.73865004201053,652.8743,-0.318427166666666,3.1
0.296758844377057,660.8603,-0.713019333333332,3.1
0.532734436121395,680.4418,-0.5459725,3.1
0.974358197066052,693.7497,0.027008666666666,3.1
0.59696882465491,695.0934,-0.476628166666666,3.1
0.786455298775324,695.7624,-0.292268999999999,3.1
0.468038721142466,960.5946,0.592640166666666,3.1
0.0256757587642887,216.0957,0.490554499999999,3.11
0.456753174362222,347.1947,-0.579484666666665,3.11
0.672022485370045,349.201,0.552929500000002,3.11
0.838514055107718,367.2117,0.127646833333333,3.11
0.640098790472165,384.2385,0.552816,3.11
0.25566871527175,386.2516,-0.833123333333333,3.11
0.474702976256216,388.1759,0.943451166666665,3.11
0.557595629339234,389.1471,-0.581725000000001,3.11
0.820523372219932,405.1678,0.260983666666668,3.11
0.407046135056897,427.2499,0.932981666666666,3.11
0.0443734077467826,437.2721,-1.7804125,3.11
0.0195979491381435,441.9258,2.10873833333333,3.11
0.890289065741538,442.9324,-0.133525666666666,3.11
0.568840624072363,443.6013,0.657622,3.11
0.162183758287992,454.2839,-1.00584533333334,3.11
0.150999422085133,454.6183,-1.12574566666667,3.11
0.956282546383015,455.9362,0.0587530000000002,3.11
0.704855736702301,456.2702,0.388707833333334,3.11
0.509507061088786,465.3212,0.805532666666666,3.11
0.739440220842695,475.2526,-0.433514333333335,3.11
0.0344533728002208,503.2774,1.821833,3.11
0.0850785393132109,508.168,-1.299593,3.11
0.834589847403877,516.296,0.174874833333332,3.11
0.346515181988319,526.5815,0.750770666666666,3.11
0.617492904448236,536.8356,-0.436005833333332,3.11
0.0937053895847219,537.5879,1.34194783333333,3.11
0.543244716626798,552.0053,-0.281376,3.11
0.315534121545272,557.3462,-1.14133283333333,3.11
0.780679583155162,558.9981,0.317149166666665,3.11
0.242295547692549,561.6714,1.027007,3.11
0.267329277430718,563.9881,-0.670225333333333,3.11
0.20873105860437,570.3588,-1.26314616666667,3.11
0.66080598462335,573.6742,0.433838833333333,3.11
0.826401285013393,590.3209,0.262611333333332,3.11
0.743559944509414,593.3115,0.192241333333333,3.11
0.137375166648984,600.8246,0.9662865,3.11
0.703012292772265,603.314,-0.507541500000001,3.11
0.786211238124202,642.3836,0.2760085,3.11
0.10050451700172,643.4061,-1.53009183333333,3.11
0.215303573055278,643.9078,-1.12564133333333,3.11
0.310252541889003,653.8709,1.042893,3.11
0.0911164851697777,672.9103,-1.24351133333333,3.11
0.738603725359573,709.7688,0.339746499999999,3.11
0.234121201305202,826.5001,-0.907506833333337,3.11
0.292131742102448,827.002,-0.818856333333333,3.11
0.743559944509414,849.0149,-0.257307666666667,3.11
0.727137848193978,901.3629,0.273831499999999,3.11
0.19612811587889,216.1591,1.40024866666667,3.12
0.0148396820123047,238.1413,-1.875771,3.12
0.902237893901141,264.16,-0.138188666666665,3.12
0.0320789887962039,274.201,0.775004333333332,3.12
0.848387559853368,317.1498,0.126845333333332,3.12
0.501984229187051,325.1763,0.669667333333334,3.12
0.0426842727093303,347.1857,-1.005353,3.12
0.402592989903767,400.2688,0.809080000000001,3.12
0.201766562112472,418.2124,-0.936300500000001,3.12
0.943150774746563,429.273,-0.0667733333333336,3.12
0.0797853479388656,435.2833,-1.46558883333333,3.12
0.160939364334395,457.9422,-1.03193783333333,3.12
0.860031140188471,461.5949,-0.169425833333335,3.12
0.0615325124326355,461.9289,-0.9529785,3.12
0.0882557783650595,463.2836,-1.32522,3.12
0.0729226836147945,502.8133,1.4590195,3.12
0.00943334112422958,511.3278,-1.79577316666667,3.12
0.0116385955221767,511.8295,-1.731779,3.12
0.708260565691844,513.805,0.394040500000001,3.12
0.443732095648066,514.8223,0.749531333333333,3.12
0.439127532386413,522.2947,1.08436416666667,3.12
0.963820883392713,536.3294,0.0654631666666676,3.12
0.110120209966563,553.3385,-0.917448500000001,3.12
0.980558291382308,558.0914,-0.0264635000000016,3.12
0.83214517874475,566.0113,-0.144829833333333,3.12
0.786912576702105,572.0216,-0.31633,3.12
0.472716344946146,572.3559,-0.708022666666667,3.12
0.164559814730862,577.6904,1.04843333333333,3.12
0.159254533741709,578.0252,1.09541083333333,3.12
0.541935237706999,578.6636,0.359785999999999,3.12
0.323426353848372,592.3699,-0.855323833333335,3.12
0.988983889582013,592.3884,0.0202091666666652,3.12
0.0158139920092802,593.0349,1.805295,3.12
0.633640180015634,601.3266,-0.310300333333334,3.12
0.0771884177293614,637.3223,-1.63507516666667,3.12
0.185609060376428,642.3167,1.52969766666667,3.12
0.823616959331962,654.3726,0.2695355,3.12
0.342258901648601,658.2871,0.734623999999999,3.12
0.7318133197979,659.3561,-0.2162225,3.12
0.146821403793493,672.4086,-1.11869016666667,3.12
0.800348079539589,675.3879,0.319243333333333,3.12
0.419187253112172,682.8732,-0.606005166666666,3.12
0.280910035772611,705.3878,-0.808258666666667,3.12
0.866646250348292,708.4249,-0.167458166666666,3.12
0.654139185144525,710.1033,-0.428087999999999,3.12
0.432999943761638,722.4064,0.754608166666665,3.12
0.470240768484494,723.1004,0.635455833333333,3.12
0.542736236622667,724.7778,-0.528342833333332,3.12
0.553055091897222,848.5133,-0.450213666666668,3.12
0.961311654514145,870.5255,0.0410323333333328,3.12
0.020533028239248,214.0087,1.14223783333333,3.13
0.0391722800246614,254.1151,-1.4065445,3.13
0.981339577988711,256.1697,0.0371708333333344,3.13
0.669155114443568,258.0531,0.248459,3.13
0.506329769860174,290.1539,0.738363000000002,3.13
0.00072896336880234,308.1855,2.68172066666667,3.13
0.0588380048353525,344.3156,-0.871028,3.13
0.459850925760608,396.3247,-0.645176,3.13
0.241760721732556,408.2698,1.12767,3.13
0.617242769295876,417.1819,-0.488854500000001,3.13
0.767466334234277,446.3267,-0.209647833333335,3.13
0.0495330861614821,449.6241,-1.72085466666667,3.13
0.857586232783385,449.9587,0.230233333333331,3.13
0.00814344474721475,451.2234,-1.68976233333333,3.13
0.0977521861478033,451.9299,0.612770333333334,3.13
0.210821104655062,453.2931,0.842331666666665,3.13
0.645608653196433,455.2066,-0.543142166666668,3.13
0.704467472984081,456.6018,-0.326310666666668,3.13
0.149128483216455,468.9594,-1.179024,3.13
0.175641863892044,469.2938,-1.0980145,3.13
0.111207304397029,469.6282,-1.2530645,3.13
0.0805396013734617,470.2652,-1.1603235,3.13
0.981533767137934,470.9459,0.0235623333333335,3.13
0.834589847403877,475.9359,0.190557166666667,3.13
0.154396757254178,476.6043,-1.0235765,3.13
0.765432019607087,477.1883,-0.3031805,3.13
0.417321609407803,493.1625,0.809260666666667,3.13
0.663841612258309,513.26,0.505105166666665,3.13
0.833388004315216,519.2726,-0.231633,3.13
0.160669320041921,524.2942,1.4435595,3.13
0.326757944378846,559.601,0.861186666666666,3.13
0.352104547447691,566.6787,0.926123499999999,3.13
0.478235974944219,578.9981,0.647837666666666,3.13
0.0143420286569755,580.6862,2.215356,3.13
0.513874010990706,586.6969,-0.712099166666667,3.13
0.426813286558928,587.0313,-0.631069166666666,3.13
0.00957712879984444,659.8576,-2.02175183333333,3.13
0.739297331076379,663.2079,0.318495666666666,3.13
0.017154931114989,665.4193,-2.23070216666667,3.13
0.85842960574547,665.9208,0.199111333333335,3.13
0.186082097851528,675.8842,1.1382545,3.13
0.127707967095473,694.4215,-1.17719183333333,3.13
0.157814056665171,694.9234,-1.09026116666667,3.13
0.337866182949825,704.8864,-0.640860499999999,3.13
0.117087329116676,706.2444,-1.25905566666667,3.13
0.289855669587196,737.7755,0.825548166666666,3.13
0.686500541427269,739.1195,-0.399805166666666,3.13
0.616391299215056,219.116,0.325099666666668,3.14
6.36056103217247e-07,275.1025,-2.645589,3.14
0.216148305166283,305.1491,-0.587318666666668,3.14
0.877177985140103,315.1683,0.1025125,3.14
0.737500170932523,325.1409,-0.416760499999998,3.14
0.995375177196623,331.1417,-0.00416366666666449,3.14
0.350270976472827,331.1685,0.471377833333332,3.14
0.253743201316088,341.147,-0.591057166666667,3.14
0.329633339124502,342.2064,0.436906166666666,3.14
0.599545117488078,351.1914,-0.343427833333333,3.14
0.747025699823253,371.1611,-0.311554500000002,3.14
0.202972540677603,373.1732,1.3357385,3.14
0.648533225959058,383.2424,-0.201988833333333,3.14
0.254259537116114,387.1349,0.944783833333332,3.14
0.799526385740487,407.2324,-0.302781333333335,3.14
0.887805944067326,409.2439,0.184977999999998,3.14
0.0225817400256889,435.2598,-2.23490016666667,3.14
0.786455298775324,443.9487,-0.300682166666668,3.14
0.958463501526052,470.6123,0.0565343333333335,3.14
0.116744935497135,471.276,-0.883390333333334,3.14
0.461250893769025,478.2936,-0.570615666666668,3.14
0.157725175488219,483.6348,-1.218871,3.14
0.261248464614792,483.9693,-0.893138333333333,3.14
0.910057225963689,485.6212,0.114412999999999,3.14
0.316780175773365,490.2955,-1.01510033333333,3.14
0.616251702288494,558.8485,-0.443699333333334,3.14
0.219365779455708,569.8543,-1.1251495,3.14
0.663705151875788,575.351,-0.455708166666666,3.14
0.614219739259292,575.8528,-0.319929833333333,3.14
0.261459798550764,581.021,1.00363266666667,3.14
0.960237176322599,588.247,-0.0701331666666666,3.14
0.579921671718197,601.3722,-0.580871666666668,3.14
0.330925932374264,607.0414,-0.674590999999999,3.14
0.589552243184983,615.8408,-0.284743833333332,3.14
0.617487680073388,663.3009,-0.595948166666669,3.14
0.757259928032222,696.8998,-0.273287000000002,3.14
0.610834444040984,697.4016,-0.520090666666667,3.14
0.89371915795286,724.4432,0.113743333333333,3.14
0.200494935419753,752.4514,1.03018333333333,3.14
0.8947552389508,753.7948,-0.112717166666667,3.14
0.815975563629811,754.1294,-0.190284000000003,3.14
0.692081298895029,892.5392,0.327087333333333,3.14
0.4324615584265,893.0412,0.599232500000001,3.14
0.497061829319719,211.1332,0.334187499999999,3.15
0.240824741679245,245.1854,0.985560833333333,3.15
0.451619165508275,267.1378,0.466658166666666,3.15
0.836433362252812,293.1857,-0.129212833333333,3.15
0.183850354754771,321.1099,0.511365833333333,3.15
0.859110818367055,330.2272,-0.218837500000001,3.15
0.0223843768601411,333.2057,-1.4616645,3.15
0.95367921041729,341.1149,0.045823499999998,3.15
0.992911720307266,349.1793,-0.0079948333333343,3.15
0.00739070000803752,351.2163,-1.77012533333333,3.15
0.742729359253935,354.1782,0.395372,3.15
0.296597710092702,358.27,0.477102333333332,3.15
0.0494354953648293,370.1528,0.87147,3.15
0.675895668132238,384.1886,0.306967833333332,3.15
0.693882714490471,444.7818,-0.336784166666666,3.15
0.971653743651007,458.6238,-0.0476846666666678,3.15
0.224344819624729,464.2998,-1.28269366666667,3.15
0.752610234682003,464.6342,-0.376814999999999,3.15
0.486384397518858,485.2876,-0.453133333333334,3.15
0.158070399100559,487.6282,1.42005333333333,3.15
0.462127662999215,490.6114,-0.585614166666667,3.15
0.338862374244634,492.6346,-0.738649666666667,3.15
0.0416203371417296,533.3408,-1.52087033333333,3.15
0.0253507364962611,533.8425,-1.66513816666667,3.15
0.296197663730561,536.8065,1.05959233333333,3.15
0.975961282826395,580.8615,-0.0288308333333324,3.15
0.45676496981106,591.6915,0.609957833333333,3.15
0.388964999101676,601.0378,-0.867271833333335,3.15
0.182546248677019,604.2916,-1.00895233333333,3.15
0.334518175715308,607.7102,0.736575833333333,3.15
0.891031677359694,609.3063,-0.0855876666666652,3.15
0.332324089553909,619.2765,1.0627255,3.15
0.0719896666193911,621.7167,-1.49210683333333,3.15
0.15062919083224,622.0512,-1.14712583333333,3.15
0.501984229187051,636.4145,-0.604331666666668,3.15
0.0354463510005461,687.4322,-2.00317333333333,3.15
0.887974059543217,687.9338,-0.151048666666666,3.15
0.518569427095164,698.3996,-0.464914,3.15
0.104186218731406,716.4347,-1.41449583333333,3.15
0.120533520348789,716.9364,-1.18672633333333,3.15
0.79446685545188,726.8988,-0.221649666666667,3.15
0.0184018371971832,727.4008,-1.297524,3.15
0.631817287783725,753.1201,0.406399499999999,3.15
0.256716639094284,769.1391,0.766442666666667,3.15
0.766236336972672,213.1099,-0.345683500000001,3.16
0.548070774168487,236.1284,0.376593,3.16
0.837471572528165,286.237,-0.1094155,3.16
0.900053491734165,299.2006,0.0713479999999979,3.16
0.53131560049162,330.3363,-0.356045833333334,3.16
0.848722969625689,336.254,-0.105045166666667,3.16
0.0927788382554786,370.0831,2.55716333333333,3.16
0.796242204684269,378.2372,-0.130033166666667,3.16
0.0360156307009113,391.2089,-1.2948015,3.16
0.447467630662178,393.2739,0.471092666666667,3.16
0.619826306291287,394.2097,-0.550936000000001,3.16
0.010926481840647,407.1831,-1.75762866666667,3.16
0.148652551044543,414.1944,1.30534216666667,3.16
0.698697388904608,443.3231,0.266797833333332,3.16
0.123037521602955,472.6181,-1.16080866666667,3.16
0.0234367425904724,478.9749,-1.91919033333333,3.16
0.813303050502107,479.3097,-0.275139166666666,3.16
0.439374927552145,479.644,-0.682269166666667,3.16
0.83543755590198,485.953,-0.228951999999999,3.16
0.77437492133421,491.2632,-0.314262833333334,3.16
0.665626954682658,496.3093,-0.416309666666666,3.16
0.0691518706638637,498.3096,-1.5727215,3.16
0.324088442674294,498.6446,-0.853544333333332,3.16
0.628044172667023,499.9627,-0.378272166666667,3.16
0.321954238799788,516.3398,1.0149475,3.16
0.748810843320689,530.2981,-0.273248166666666,3.16
0.0196494019232384,555.3539,-1.67539483333333,3.16
0.193513524846159,555.8555,-1.0404845,3.16
0.62673930887143,566.3202,0.82058266666667,3.16
0.70893883634703,570.106,-0.333620833333332,3.16
0.79315631597226,571.2555,-0.250117833333334,3.16
0.647146592221206,581.0211,0.474121666666667,3.16
0.573835567869308,581.1124,-0.488297166666665,3.16
0.547493833947935,590.8607,0.342350333333333,3.16
0.682411228854339,591.613,0.384083,3.16
0.973700147156785,591.8673,-0.0375806666666683,3.16
0.855054709486332,593.3106,-0.137338166666668,3.16
0.215639309129829,595.3473,-0.716614666666668,3.16
0.128123235973734,597.8657,-0.7735835,3.16
0.849289621781606,606.258,-0.122686,3.16
0.352187585369743,615.7132,-0.6788435,3.16
0.243974841391011,616.0476,-0.830480166666665,3.16
0.167467630708489,616.382,-1.06870166666667,3.16
0.494115307925771,635.0484,-0.466852666666668,3.16
0.292354573022284,635.7173,0.9525785,3.16
0.163252136255469,636.3939,-1.09304316666667,3.16
0.274201307684254,636.7266,-0.970439833333335,3.16
0.877236704294628,640.4006,-0.190469500000001,3.16
0.169025178364303,709.4453,-1.35236416666666,3.16
0.565951498050347,709.9468,-0.544182999999999,3.16
0.23468675920481,738.4474,-1.00030383333333,3.16
0.206602240900651,738.9494,-1.1142675,3.16
0.12695283538557,748.9123,-1.00214266666667,3.16
0.0881103040727628,749.4154,-1.042345,3.16
0.336514406085786,768.4702,-0.655044500000001,3.16
0.156176562171989,771.4273,1.2817755,3.16
0.451358662055606,783.1458,0.585442333333334,3.16
0.285681340772269,797.8214,0.813872333333333,3.16
0.514608993165465,798.1561,0.450778666666668,3.16
0.988705253493592,280.1695,-0.0260308333333319,3.17
0.99575148856529,285.1849,-0.00482350000000212,3.17
0.951879332928951,336.144,-0.0506321666666669,3.17
0.787665553050833,358.2328,0.174553500000001,3.17
0.226575808761024,362.2446,1.2615095,3.17
0.16060155170727,372.2374,1.76056833333333,3.17
0.413381424675059,374.1,0.464093,3.17
0.862474716692387,415.2546,-0.157886999999999,3.17
0.444182177934024,460.2477,0.872794833333336,3.17
0.102625095747864,501.271,-1.7101635,3.17
0.397419571748176,502.3026,-0.540565500000001,3.17
0.544553942156704,505.2845,-0.446391,3.17
0.226108226516519,512.9856,-1.09891616666667,3.17
0.257856831643152,513.3202,-1.03572383333333,3.17
0.24608763934862,513.6544,-0.915478333333333,3.17
0.611740077748723,518.2902,-0.493632999999999,3.17
0.481551164891102,519.9619,-0.5415695,3.17
0.561168722377327,520.6305,-0.365342666666667,3.17
0.833344644330694,535.3067,0.249183500000001,3.17
0.53165551679142,558.2317,-0.544107333333333,3.17
0.0342025353870335,602.1177,1.4074125,3.17
0.932446157703444,602.8746,-0.0674835000000004,3.17
0.413418668041233,619.3778,0.805721499999998,3.17
0.530293053978365,649.7239,-0.426557333333333,3.17
0.904181689525904,651.0672,0.131756833333332,3.17
0.359277128710399,680.4416,-0.829884666666667,3.17
0.833611330762242,689.3846,0.329802666666669,3.17
0.447687393732523,705.3588,0.7562085,3.17
0.210116437325069,760.4609,-1.119472,3.17
0.199180862751915,760.9625,-1.045316,3.17
0.195246954752877,770.9253,-0.823646833333334,3.17
0.0705730606182415,852.5096,1.54050416666667,3.17
0.007194114500817,273.0867,-2.4969315,3.18
0.945008991949365,303.1337,0.0459491666666661,3.18
0.697600471559956,335.1601,-0.251706999999999,3.18
0.0461399189134414,343.152,1.54388916666667,3.18
0.723607426385949,358.1257,0.229890166666666,3.18
0.0605225165838619,391.257,-1.15898383333333,3.18
0.761970024336133,473.2174,0.303910500000001,3.18
0.078994265843871,493.6505,-1.500767,3.18
0.251748007070619,493.985,-1.06074233333333,3.18
0.233765301453414,495.9704,1.41710133333333,3.18
0.216665488547568,500.6283,-0.715667833333333,3.18
0.87765520744704,511.1737,-0.185242500000001,3.18
0.420522009937218,514.6387,-0.608576333333332,3.18
0.44862634777174,521.299,-0.672979833333334,3.18
0.302426609478102,527.661,-0.973865666666663,3.18
0.240211246999955,527.9955,-1.09278966666667,3.18
0.374956793200148,528.3298,-0.774479500000001,3.18
0.152001009933089,529.3137,-0.942618333333334,3.18
0.509572211459582,534.6376,-0.450138666666667,3.18
0.387734313067608,546.2925,0.603671166666667,3.18
0.255821895227961,577.3669,-1.33872516666667,3.18
0.301510895700064,577.8686,-0.8364475,3.18
0.187787186377132,587.2869,0.971419499999998,3.18
0.694353928883196,613.8802,-0.278183500000001,3.18
0.314258712799113,614.1319,-0.605342333333333,3.18
0.151748888373879,630.723,-1.13404333333333,3.18
0.710169854169607,665.7429,-0.357453999999999,3.18
0.658522733663023,666.0772,-0.432008833333333,3.18
0.458755712020332,712.8855,-0.602635999999998,3.18
0.979086973687513,713.3872,0.0270766666666655,3.18
0.470558036636148,726.389,-0.673103333333333,3.18
0.304324042124578,731.4583,-0.979095500000001,3.18
